,,,,,,,,,
,,,MAP,NAME,WEB,EMAIL,EMAIL,EMAIL,EMAIL
,,,"41.2424613068309, -77.03536944760052",Lycoming Animal Protection Society (LAPS),https://www.lapsshelter.org/,LapsShelter@windstream.net,,,
,,,,Finding Shelter Animal Rescue,https://www.findingshelter.org/,info@findingshelter.org,,,
,,,,Paws Across Pittsburgh,https://www.pawsacrosspittsburgh.com/,info@pawsacrosspittsburgh.com,,,
,,,"40.8364747935428, -77.81151375453494",Centre County PAWS,https://centrecountypaws.org/,mail@centrecountypaws.org,chris@centrecountypaws.org,membership@centrecountypaws.org,
,,,"40.97910321113399, -75.17725312000255",A.W.S.O.M.,https://www.awsomanimals.org/,info@awsomanimals.org,,,
,,,"40.94921383126889, -75.29769809795108",Camp Papillon Animal Shelter,https://www.camppapillon.org/,info@camppapillon.org,,,
,,,,Hope for Hannah Rescue,https://www.hopeforhannahrescue.org/,hopeforhannahrescue@gmail.com,,,
,,,"40.76376748732908, -76.81139664904063",Mostly Mutts of Sunbury,https://mostlymuttsonline.com/,mostlymuttsonline@gmail.com,,,
,,,"41.88672265546823, -77.24771144438868",Second Chance Animal Sanctuaries,https://www.secondchanceas.org/,secondchanceas@yahoo.com,,,
,,,"41.785042705824196, -76.53553488228793",Happy Tails No Kill Shelter,https://www.happytailsnokillanimalshelter.com/,happytails.18848@gmail.com,,,
,,,,Club Pet Adoption,https://www.facebook.com/clubpet.adoption/,clubpetadoption@aol.com,,,
,,,,Fayette Friends of Animals,https://www.fayettefriendsofanimals.net/,ffoa.a.let.live.shelter@gmail.com,,,
,,,,Helping Paws of Upper Darby,,helpingpawsud@gmail.com,,,
,,,"41.08130752101406, -76.02891919976878",Mureille's Place - A Senior Dog Sanctuary,https://mureillesplace.org/,info@mureillesplace.org,,,
,,,"40.234901040735686, -80.25823246622804",Angel Ridge Animal Rescue,https://www.angelridgeanimalrescue.org/,aranres@yahoo.com,,,
,,,"40.28707318515746, -74.87682540257317",The Crossings Animal Society,https://www.thecrossingsanimalsociety.org/,Info@CrossingsAnimalSociety.org,Yvonne@CrossingsAnimalSociety.org,,
,,,"39.73385343018062, -77.5806358460067",Antietam Humane Society Inc,https://antietamhumanesociety.org/,ahsinc@pa.net,,,
,,,,Animal Care Sanctuary,https://animalcaresanctuary.org/,adoptions@animalcaresanctuary.org,,,
,,,"39.14137990227661, -75.47438749330146",Brandywine Valley SPCA,https://bvspca.org/,info@bvspca.org,,,
,,,"40.33104375289733, -79.79891831973158",White Oak Animal Safe Haven,https://whiteoakanimalsafehaven.com/,woash@comcast.net,woashevents16@gmail.com,whiteoakanimalsafehaven412@gmail.com,
,,,"40.61831878619588, -75.47900304467967",Peaceable Kingdom Inc.,https://www.lvpeaceablekingdom.info/,info@lvpeaceablekingdom.info,fundraising@lvpeaceablekingdom.info,,
,,,,Forgotten Cats,https://forgottencats.org/,info@forgottencats.org,,,
,,,"40.24002873650842, -79.57762555634501",Heal Animal Rescue,https://www.healanimalrescue.org/,info@healanimalrescue.org,,,
,,,,Flying Fur Animal Rescue,https://flyingfur.org/,info@flyingfur.org,,,
,,,,,,,,,
,,OREGON,,,,,,,
,,,"44.55866824689315, -123.10279945924054",SafeHaven Humane Society,https://safehavenhumane.org/,info@safehavenhumane.com,,,
,,,,"Best Friends of Baker, Inc",https://www.bestfriendsofbaker.org/,bestfriendsofbaker@yahoo.com,,,
,,,"42.051805623959964, -124.28660205679382",South Coast Humane Society,https://www.mysouthcoasthumane.org/,southcoasthumane@gmail.com,,,
,,,,International Reptile Rescue,,ladycroc@hartsreptileworld.com,,,
,,,,Lucky Paws Rescue,https://luckypawssite.org/,adopt@luckypawssite.org,,,
,,,,Friends of Coos County Animals,https://friendsofcooscountyanimals.org/,coosfoccas@gmail.com,,,
,,,"43.39259031477341, -124.27391679421585",S/Nipped,https://snippedinfo.com/,snippedclinicspayandneuter@gmail.com,,,
,,,"44.55295734355491, -123.2689063121293",Heartland Humane Shelter & Care,https://heartlandhumane.org/,adopt@heartlandhumane.org,,,
,,,"45.203663502503744, -123.1295496676868",Homeward Bound Pets Humane Society,https://hbpets.org/,shelter@hbpets.org,,,
,,,"44.06420421159303, -123.21077496547534",Greenhill Humane Society,https://www.green-hill.org/,information@green-hill.org,,,
,,,,Lane Area Ferret Shelter,https://www.laneferrets.org/,laneferrets@yahoo.com,,,
,,,"44.07607634890763, -123.11937565890497",S.A.R.A.'s Treasures (Shelter Animal Resource Alliance),https://sarastreasures.org/,office@sarastreasures.org,,,
,,,,Florence Area Humane Society,http://www.florencehumane.org/,fahs@florencehumane.org,,,
,,,"43.99104414240541, -124.11805251096207",Oregon Coast Humane Society,https://oregoncoasthumanesociety.org/,info@oregoncoasthumanesociety.org,,,
,,,"42.41942389560954, -124.42293459640565",Wild Rivers Animal Rescue,https://www.wildriversanimalrescue.org/,info@wildriversanimalrescue.org,,,
,,,"42.468722781853764, -123.32905788192741",Rogue Valley Humane Society,https://roguevalleyhumanesociety.org/,connect@roguevalleyhumanesociety.org,,,
,,,"45.525923587726055, -122.90862906602263",Miniature Schnauzer Rescue Northwest,https://www.msrnorthwest.org/index.html,info@msrnorthwest.org,,,
,,,"45.53103312839182, -122.96304318486074",Oregon Friends of Shelter Animals,https://ofosa.org/,info@ofosa.org,,,
,,,"45.629675849414454, -121.55037348211505",Hood River Adopt-A-Dog,https://hoodriveradoptadog.org/,hoodriveradoptadog@gmail.com,,,
,,,,Columbia Gorge Cat Rescue,https://www.gorgecat.org/,columbiagorgecat@gmail.com,,,
,,,"42.08415161021087, -123.09812323781037",Sanctuary One,https://sanctuaryone.org/,info@sanctuaryone.org,,,
,,,"44.11869622829079, -123.26528208222238",SevaDog,https://www.sevadog.org/,mandy@sevadog.org,,,
,,,"42.1827532956959, -121.74674438824893",Friends of Pets of Klamath Basin,https://klamathpets.com/,pets2@kfalls.net,,,
,,,"45.30906820445459, -118.06230499140206",Blue Mountain Humane Association,https://bmhumane.org/,info@bmhumane.org,,,
,,,"42.32456398307323, -122.89886529447747",Committed Alliance To Strays,https://www.kittensandcats.org/,cats.kristina@gmail.com,,,
,,,"42.35878935017462, -122.88490089208553",Southern Oregon Humane Society,https://www.sohumane.org/,adoptions@sohumane.org,,,
,,,"45.287342104073254, -122.9487827081592",Newberg Animal Shelter,https://newberganimals.com/,frontdesk@newberganimals.com,board@newberganimals.com,,
,,,"43.88439121786316, -116.9881245025754",Ani-Care Animal Shelter,https://ani-care.com/,anicare2015@gmail.com,,,
,,,"44.17406289692943, -120.79190115358469",Oregon Ferret Shelter,https://www.oregonferretshelter.org/,theferretmom@gmail.com,,,
,,,,Pendleton Animal Welfare Shelter (PAWS) / Pioneer Humane Society,https://pendletonpaws.org/,pawspendleton@gmail.com,,,
,,,"45.48494205975242, -122.72041006440006",Animal Aid Inc,https://www.animalaidpdx.org/,contact@animalaidpdx.org,events@animalaidpdx.org,,
,,,,Born Again Pit Bull Rescue,https://www.bapbr.org/,info@bapbr.org,,,
,,,,Cascade Beagle Rescue,https://www.cascaderescue.org/,adopt@cascaderescue.org,,,
,,,"45.45743455660567, -122.60485884619636",Family Dogs New Life Shelter,https://www.familydogsnewlife.org/,bark@familydogsnewlife.org,,,
,,,"45.490499287508385, -122.67690490838523",Feral Cat Coalition of Oregon,https://www.feralcats.com/,cats@feralcats.com,,,
,,,,HOUSE OF DREAMS,https://www.kittydreams.org/,kittydreamspdx@gmail.com,,,
,,,,"Oregon Dachshund Rescue, INC.",https://www.odr-inc.org/,jrangan@comcast.net,,,
,,,,Portland Dachshund Rescue Inc,https://www.portlanddachshundrescue.org/,anne@portlanddachshundrescue.org,april@portlanddachshundrescue.org,,
,,,"45.5269178498771, -122.66149807075784",The Pixie Project,https://www.pixieproject.org/,info@pixieproject.org,,,
,,,"44.29038946792853, -120.88784022726024",The Humane Society of the Ochocos,,shelterstaff@thehso.org,,,
,,,"44.284207546421975, -121.15329012854838",BrightSide Animal Center,https://brightsideanimals.org/,info@brightsideanimals.org,,,
,,,,New Beginnings SPCA,https://newbeginningsspca.com/,nbspca@newbeginningsspca.com,,,
,,"44.903150114864715, -123.05079516295628","44.98497002934696, -123.0254362368193",Salem Friends of Felines,https://sfof.org/,salemfriendsoffelines@gmail.com,,,
,,,,St Martin's Animal Rescue,http://stmartinsanimalrescue.org/,stmartinsanimalrescue@hotmail.com,,,
,,,"45.36969272764502, -122.82317327116387",Cat Adoption Team,https://catadoptionteam.org/,contactus@catadoptionteam.org,,,
,,,"45.873686701537686, -122.81284890214835",Columbia Humane Society,http://columbiahumane.com/,info@columbiahumane.org,,,
,,,"45.63220065711792, -121.2064777690761",Home at last,https://www.homeatlasths.org/,info@homeatlasths.org,,,
,,,"45.54213647420698, -122.40416671077595",Multnomah County Animal Services,https://www.multcopets.org/,mail.pet@multco.us,,,
,,,"45.38246878323028, -122.74595546048415",Oregon Dog Rescue,https://www.oregondogrescue.org/,info@oregondogrescue.org,,,
,,,,"PAWS Animal Shelter, a division of NW Oregon Animal Alliance",https://pawsanimalshelter.org/,xoxopoppet@gmail.com,https://pawsanimalshelter.org/contact/,,
,,,,,,,,,
,,TEXSAS,,,,,,,
,,,"42.60607523276314, -83.15072909704749",NBS Animal Rescue,https://www.nbsar.org/,nbsanimalrescue@gmail.com,,,
,,,"32.453478255139444, -99.78363771069836","Rescue the Animals, SPCA",http://www.rescuetheanimals.org/,contact@rescuetheanimals.org,,,
,,,"32.45274266199812, -99.75056908610777",Taylor Jones Humane Society,https://www.taylorjoneshumane.com/,tjhs@wtconnect.com,,,
,,,"35.08632329177591, -101.91905433444846",Amarillo SPCA,https://www.amarillospcashelter.com/,amarillospca@gmail.com,,,
,,,,Grimes County Animal Rescue,https://www.grimescountyanimalrescue.com/,grimescountyanimalrescue@gmail.com,,,
,,,"27.9194270382554, -97.18038853623494",Sandra Sue Benson Animal Adoption Center,https://spcasanpatcounty.com/,sandrasuebensonanimaladoption@gmail.com,,,
,,,,Arlington Humane Society,https://arlingtonhumanesociety.org/,info@arlingtonhumanesociety.org,,,
,,,"30.34456668208113, -97.70525928765238",Austin Humane Society (AHS),https://austinhumanesociety.org/,development@austinhumanesociety.org,media@austinhumanesociety.org,,
,,"30.26971724112411, -97.75986420890233","30.29676680339334, -97.76789260205267",APA!,https://www.austinpetsalive.org/,info@austinpetsalive.org,,,
,,,,"House Rabbit Resource Network, Inc.",https://rabbitresource.org/,hrrn@rabbitresource.org,,,
,,,,PAWS of Austin,https://www.pawsofaustin.org/public/index.html,pawsofaustin@yahoo.com,,,
,,,,Reunion Rescue,https://www.reunionrescue.com/,doggirl@reunionrescue.com,,,
,,,"30.033977185256866, -94.05821049152378",Humane Society of Southeast Texas,https://humanesocietyofsoutheasttexas.org/,manager@hsset.org,,,
,,,"30.778183614381067, -97.99492430666332",Living Grace Canine Ranch,https://www.livinggracecanineranch.org/,info@livinggracecanineranch.org,,,
,,,"31.141622160654265, -99.27939704954368",Paws from the Heart Animal Shelter Brady Tx,https://www.facebook.com/profile.php?id=100064573486357,pawsanimalshelterbradytx@yahoo.com,,,
,,,,Donja’s Dogs,http://www.donjasdogs.com/,Donjasdogs@gmail.com,,,
,,,,NaNook and Nakoda’s Big Paw Rescue,https://nanooknakodasbigpawrescue.org/,nanooknakodasbigpawrescue@gmail.com,,,
,,,"29.73801886400023, -98.42587685200891",Bulverde Humane Society,https://bulverdeareahumanesociety.com/,bahshelter@yahoo.com,,,
,,,,Key to Happiness Rescue,https://www.wbdr.org/,wbdrinquiries@gmail.com,,,
,,,"32.96741861879679, -96.84741002793702",Operation Kindness,https://www.operationkindness.org/,communications@operationkindness.org,communications@operationkindness.org,,
,,,,Claws and Tow Beans Rescue,https://www.clawsandtoebeans.com/,ClawsAndToeBeans@gmail.com,,,
,,,"31.765497472949768, -97.56446170952464",Bosque Animal Rescue Kennels 'BARK',https://www.barkrescue.org/,barkrescuekennels@gmail.com,,,
,,,,S.T.A.R.S.,http://www.coldspringtx.org/Animal_Rescue/,coldspringstars@gmail.com,,,
,,,"30.627825876935443, -96.29629506075497",Cat's Cradle Feline Shelter,,info@thecatscradle.net,,,
,,,"29.509275128339915, -98.29959313049756",Converse Animal Shelter Inc,https://www.mynewbestfriend.org/,casipets@sbcglobal.net,,,
,,,"27.703682033765773, -97.43030827918727",Gulf Coast Humane Society,https://www.gchscc.org/,frontdesk@gchscc.org,marketing@gchscc.org,fundraising@gchscc.org,
,,,"27.80655371788906, -97.45414025869654","P.A.L.S, Pets and Animals Life Shelter",https://corpuschristianimals.yolasite.com/,chriscpals@yahoo.com,,,
,,,,The Cattery Cat Shelter,,thecatterycc@aol.com,,,
,,,"29.075138161553916, -97.30511047011568",Pet Adoptions of Cuero,https://www.petadoptionsofcuero.org/,petadoptionsofcuero@gmail.com,,,
,,,"32.82786258510994, -96.83953831779122","Humane Society of Dallas, aka Dog n Kitty City",https://www.dognkittycity.org/,info@dognkittycity.org,,,
,,"32.86553837378571, -96.71344283681469","32.864565506517785, -96.71272341226936",East Lake Pet Orphanage,https://www.eastlakepetorphanage.com/,elpo@welovepets.net,cats@welovepets.net,,
,,,,Help for Helpless Animals,https://www.facebook.com/profile.php?id=100070805575970,help_for_helpless_animals@yahoo.com,,,
,,,,Texas Exotic Cat Rescue,,txecr11@gmail.com,,,
,,,"32.82782910653887, -96.83956219568299",Humane Society of Dallas County,https://www.dognkittycity.org/,info@dognkittycity.org,,,
,,,"29.689173603350252, -95.12484090175998",A New Dawn Pet Adoption,https://anewdawnpetadoption.org/,"newdawnpet@comcast,net",,,
,,,"33.72315500153824, -96.55336086033421",DAWG - Denison Animal Welfare Group,https://denisonanimalwelfaregroup.org/,denisonanimals@gmail.com,,,
,,,,Thundering Paws,https://www.thunderingpaws.org/,info@thunderingpaws.org,,,
,,,"31.918567071315117, -106.6040016277656",Animal Rescue League of El Paso,https://www.arlep.org/,info@arlep.org,,,
,,,"29.164969916039105, -98.17519251364949",Wilson County No Kill Animal Shelter Inc,,spotwilson2015@gmail.com,,,
,,"31.963294172691338, -102.0989978580177","30.60156638089205, -103.87983702415502",Grand Companions Humane Society,https://www.grandcompanions.org/,info@grandcompanions.org,,,
,,,"32.6491593608658, -97.39616357903245",Animal Hope,https://animalhope.org/,info@animalhope.org,,,
,,,"30.241070735537424, -98.90047512187977",Hill Country SPCA,https://www.hillcountryspca.com/,info@hillcountryspca.com,,,
,,,,Dachshund Rescue of Houston,https://www.droh.org/,info@DRoH.org,,,
,,,"28.069493615539074, -97.0468557362288",Humane Society and Adoption Center of Rockport/Fulton,https://rockportfultonhumanesociety.org/,adopt.hsacrockport@gmail.com,,,
,,,,Chance's Haven,https://www.facebook.com/ChancesHaven/,kholland1@live.com,,,
,,,,New Beginnings Cat Rescue,https://nbcrtx.org/,info@nbcrtx.org,,,
,,,,North Texas Rabbit Sanctuary.,http://www.ntrs.org/,ntrs_tx@yahoo.com,,,
,,,"31.4350782268648, -97.73271404595039",Coryell County Pet Rescue,https://ccprnokill.org/,ccprnokill@aol.com,,,
,,,,Ketopet,https://www.ketopetsanctuary.com/,info@ketopetsanctuary.com,,,
,,,"32.44901580506497, -97.68862041214636",Friends For Animals,https://www.granburyadoptapet.org/index.php/about-our-shelter/,friends@granburyadoptapet.org,,,
,,,"26.211178765306745, -97.70734892680248",Rio Grande Valley Humane Society at Harlingen,https://www.rgvhs.org/,harlingeninfo@rgvhs.org,,,
,,,"26.197377687177983, -98.33252645309464",Rio Grande Valley Humane Society at Mission,https://www.rgvhs.org/,missioninfo@rgvhs.org,,,
,,,"30.87298822319176, -96.58868345767246",Handfuls on Purpose / HOPE,http://hoperescuecenter.com/,cnierdieck@yahoo.com,,,
,,,"31.283448352508163, -93.86141601193144",Barking Mad Animal Refuge,https://www.barkingmadanimalrescue.com/,barkingmadanimalrescue@gmail.com,,,
,,,,4 Paws Farm,https://www.4pawsfarm.org/,info@4pawsfarm.org,nancy@4pawsfarm.org,,
,,,,Help Meowt CARES,http://www.helpmeowtcares.com/,suzin@helpmeowtcares.com,,,
,,,"29.806130237552164, -95.39867046441836",Friends For Life,https://friends4life.org/,info@friends4life.org,,,
,,,"29.536401269549298, -95.14980297634015",Homeless Pet Placement League,https://www.hppl.org/,hppl@hppl.org,,,
,,,,Homeless & Orphaned Pets Endeavor (HOPE),https://www.homelesspets.net/,hope@homelesspets.net,,,
,,,"29.81268389027415, -95.47303528770226",Houston Pets Alive!,https://www.houstonpetsalive.org/,info@houstonpetsalive.org,partnerships@houstonpetsalive.org,,
,,,,Pug Hearts of Houston,https://www.pughearts.com/,INFO@PUGHEARTS.COM,,,
,,,,Shelby Shelter,https://shelbyshelter.org/,info@shelbyshelter.org,,,
,,,"29.82793331555672, -95.7019544054284",Special Pals,https://specialpals.org/,info@specialpals.org,,,
,,,"30.71645762023288, -95.54220701972612",Rita B. Huff Adoption Center,https://rbhhumanesociety.org/home.html,www.rbhhumanesociety.org,,,
,,,"32.86202278001335, -97.0185587100264",DFW Humane Society,https://www.dfwhumane.com/,info@dfwhumane.com,,,
,,,"33.085094544209284, -97.34612506148795",Apollo Support & Rescue,https://www.apollosupportandrescue.org/,​inquire@apollosupportandrescue.org,,,
,,,,"S.T.A.A.R., South Texas Animal Adoption Resource",http://www.staarnet.org/,staar_pals@yahoo.com,,,
,,,,"Kaufman County Cats, Inc.",http://www.kaufmancountycats.org/,kaufmancountycats@gmail.com,,,
,,,"30.020141123706697, -99.10416012654271",Freeman Fritts Vet Clinic & Animal Shelter,https://www.freemanfritts.com/,info@freemanfritts.com,,,
,,,"30.073516688307446, -99.21547666457157",Kathleen C. Cailloux Humane Society Shelter & Resale Shop,https://www.facebook.com/profile.php?id=100066931133927,hsk@hctc.net,,,
,,,,Twyla’s Friends,https://www.twyla.org/,twylasfriends@yahoo.com,,,
,,,,Volunteers for Animal Protection (VAP),https://vapadoptions.org/,vap_shelter@yahoo.com,,,
,,"30.1609277363273, -98.24442807990022","29.981030457428258, -97.87000176014052",PAWS Shelter of Central Texas,https://pawsshelter.org/,info@pawsshelter.org,,,
,,,"29.025602081206575, -95.45510546092582",Southern Brazoria County Animal Shelter,https://spcabc.wordpress.com/,info@spcabc.org,,,
,,,"27.519334023473693, -99.52035902456977",Laredo Animal Protective Society,https://www.petadoptlaredo.org/index.html,info@petadoptlaredo.org,,,
,,,,Second Chance Pets,https://www.secondchancepets.org/,pets2adopt@yahoo.com,,,
,,,"30.56250106049875, -97.86361892181556",Central Texas SPCA,https://www.centraltexasspca.org/,info@Centraltexasspca.org,,,
,,,"30.565197719815476, -97.80837061226755",Texas Humane Heroes,https://humaneheroes.org/,info@txhh.org,,,
,,,"33.04014658097047, -96.983752348115",Texas Rustlers Small Animal Rescue,https://theguineapigrescue.com/,theguineapigrescue@yahoo.com,,,
,,,"30.701213142038036, -94.92810588504338",SPCA of Polk County Texas,https://www.spcapolk.org/,contact@spcapolk.org,,,
,,,,Regard4Life Animal Rescue,http://regard4life.org/,regard4life.info@gmail.com,,,
,,,,The Cat's Meow Rescue,https://www.thecatsmeowrescue.org/,thecatsmeowrescue@yahoo.com,,,
,,,"33.64327440432218, -101.73257629738232",The Haven Animal Care Shelter,https://www.havenacs.org/,havenacs@gmail.com,,,
,,,,Highland Lakes Canine Rescue,https://www.highlandlakescaninerescue.org/,info@highlandlakescaninerescue.org,,,
,,,,Habitat 4 Paws,https://www.habitat4paws.org/,Info@habitat4paws.org,,,
,,,,Legacy Humane Society (LHS),https://legacyhumanesociety.org/,contact@legacyhumanesociety.org,,,
,,,"32.04359918104101, -102.06059702567512",Lone Star Sanctuary for Animals,https://www.lonestarsanctuary.org/,lonestarsanctuary@yahoo.com,,,
,,,"32.67375645471771, -95.52883527863914",APET Animal Shelter,https://www.apetspca.org/,apetspca01@gmail.com,,,
,,,"29.662828598558633, -98.15049263557947","Humane Society of the New Braunfels Area, Inc",https://www.hsnba.org/,GeneralInfo@hsnba.org,,,
,,,,Humane Society of Odessa,https://www.odessahumanesociety.org/,shelter@odessahumanesociety.org,,,
,,,,Cinderella Pet Rescue,http://www.cinderella-pet-rescue.org/Dogs.html,http://www.cinderella-pet-rescue.org/Dogs.html,,,
,,,,Lone Star Shih Tzu and Lhasa Apso Rescue (LSSTLAR),https://www.shihtzu-rescue.com/,teresa@shihtzu-rescue.com,,,
,,,,Animal Guardians Of America,,aga@animalguardians.com,,,
,,,"33.02272689920535, -96.70056400987337",Second Chance SPCA,https://secondchancespca.org/,info@secondchancespca.org,,,
,,,,People United for Healthy Animals,https://www.facebook.com/PeopleUnitedforHealthyAnimals/,puhapets@gmail.com,,,
,,,,Texas Best Choices Animal Rescue,https://www.tbcanimalrescue.com/,allanc214@aol.com,,,
,,,,Richardson Humane Society,https://www.richardsonhumanesociety.org/,info@richardsonhumanesociety.org,,,
,,,"32.92634222405326, -96.42976429695854",Rockwall Adoption Center,https://rockwalladoptions.com/,info@RockwallAdoptions.com,,,
,,,,Shadow Cats,https://shadowcats.net/,info@shadowcats.net,,,
,,,"33.684279570714345, -97.51203651780773",Easy Street Animal Shelter,https://esashelter.org/,https://esashelter.org/contact-us/,,,
,,,"31.489304714913427, -100.37855496379264",Concho Valley PAWS,https://cvpaws.org/,info@cvpaws.org,,,
,,,"29.54220260525887, -98.41922052109844",Animal Defense League of Texas,https://adltexas.org/,info@adltexas.org,,,
,,,"29.725618902165515, -98.67067581349131",Heart of Texas SPCA,,hotk9rescue@yahoo.com,,,
,,,"29.518612062705756, -98.70233735482685",Helotes Humane Society,https://hhsanimals.org/,info@hhsanimals.org,,,
,,,"29.22218371860686, -98.48341167362489",Paws Ranch Rescue and Animal sanctuary,https://pawsranchrescue.org/,Pawsranchrescue@yahoo.com,,,
,,,"29.496892010840984, -98.5549444627291",San Antonio Humane Society,https://sahumane.org/,communication@sahumane.org,,,
,,,"29.475291634144998, -94.97823793614172",Bay Area Pet Adoptions,https://bayareapetadoptions.org/,Info@BayAreaPetAdoptions.org,,,
,,,,Etosha Rescue and Adoption Center,http://www.etosha-rescue.org/,etosharescue@gmail.com,,,
,,,"29.59516654469346, -98.00211595700755",Guadalupe County Humane Society,https://gchshumane.com/,gchs2adopt@gmail.com,,,
,,,"29.43125982374844, -98.00902737238688",Society For Animal Rescue & Adoption,https://www.sarasanctuary.org/,info@sarasanctuary.org,,,
,,,"33.68118907202408, -96.82409892736216",Animal Refuge Foundation,https://www.arfhouse.org/,martha@arfhouse.org,,,
,,,"26.121895414602008, -97.17000785460942",Friends of Animal Rescue,https://www.spifriendsofanimalrescue.com/,friendsofanimalrescue@gmail.com,,,
,,,,Yorkie Rescue Houston,https://www.yorkierescuehouston.org/,info@yorkierescuehouston.org,,,
,,,"29.84265101227814, -98.2616891914652",Canyon Lake Animal Shelter Society,http://www.canyonlakeanimalshelter.com/,canyonlakeanimalshelter@gmail.com,,,
,,,"26.30731822285167, -98.5524298787146",Yaqui Animal Rescue,https://www.yaquianimalrescue.com/,yaquianimalrescue@yahoo.com,,,
,,,"30.137310425053204, -95.66186943304183",Abandoned Animal Rescue,https://www.aartexas.org/,info@aartexas.org,,,
,,,,Nicholas Pet Haven,https://www.nicholaspethaven.org/,nicholaspethaven@yahoo.com,,,
,,,"32.356182652640655, -95.25905137919017",The Humane Society's Pets Fur People,,Shelter@PetsFurPeople.org,,,
,,,,Adopt-A-Pet,https://adoptapet.webnode.page/,adoptapetvictoria@gmail.com,,,
,,,"28.848670638237884, -96.90123709521947",Dorothy H. O'Connor Pet Adoption Center,https://docpac.net/,petadoptions@docpac.net,,,
,,,"31.599467179376184, -97.20296657938019",Heart of Texas Soccer Association,https://fuzzyfriendsrescue.com/,adopt@fuzzyfriendsrescue.com,,,
,,,"29.2523885594736, -96.04863879992389",Smiling Dog Farms,https://www.smilingdogfarms.com/,Jay@Smilingdogfarms.org,,,
,,,,Wichita Falls Reptile Rescue,https://wichitafallsreptilerescue.webs.com/,Phrynosoma_Texas@yahoo.com,,,
,,,,Wimberley Adoption Group & Rescue,https://www.wimberleywagrescue.org/,info@wimberleywagrescue.org,,,
,,,"29.841640009261624, -94.37531584610073",Beaumont Pets Alive,https://beaumontpetsalive.org/,info@beaumontpetsalive.org,,,
,,,,Commerce Humane Association,,commercepets@yahoo.com,,,
,,,,,,,,,
,,TENNESSEE,,,,,,,
,,,"35.22804389471967, -88.36102190081348",PAWSITIVE Adoption Center,,pawsitiveadoptioncenter@gmail.com,,,
,,,"35.428527120000155, -84.58817369681934",McMinn Regional Humane Society,https://mrhumane.org/,mrhumanesociety@gmail.com,,,
,,,"35.21824568848959, -89.01953723898593","Hardeman Adoptable Animals, Inc",https://www.hardemanadoptableanimals.org/,haa.shelter@gmail.com,,,
,,,,Hilltop Animal Rescue Team,,hartintn@aol.com,,,
,,,,For Pete Sake’s Rescue,,adalovesdogs@gmail.com,,,
,,,,Proverbs 12:10 Animal Rescue,https://www.proverbs1210rescue.org/,Info@proverbs1210rescue.org,,,
,,,,Paws of Dale Hollow,https://pawsofdalehollow.org/paws/,pawsofdalehollow@gmail.com,,,
,,,"35.08435252304941, -85.21481966752972",Humane Educational Society,https://www.heschatt.org/,chrisatib@heschatt.org,chrisatib@heschatt.org,,
,,,"35.166444070047454, -85.2607900125",Pet Placement Center,https://www.petplacementcenter.com/,director@thalppc.com,,,
,,,,Operation Education Animal Rescue,https://www.opedanimalrescue.com/,opedanimalrescue@gmail.com,,,
,,,"36.5447390292765, -87.37253826718329",Cats Are US,https://catsareus.wordpress.com/,CatsAreUSTn@aol.com.com,,,
,,,,Mikaela’s Mutt Motel,https://mikaelasmuttmotel.org/,info@mikaelasmuttmotel.org,,,
,,,,Second Chance and Happy Tails,https://secondchanceandhappytails.yolasite.com/,1pawup@bellsouth.net,,,
,,,"35.16217160819896, -84.87785024007786","Ark of Cleveland, Inc.",,ArkofCleveland@aol.com,,,
,,,"35.13826532442957, -84.86253196991842",SPCA of Bradley County TN,,director@spcaofbradleycountytn.org,,,
,,,,Project Alpha Animal Rescue,,projectalphaanimalrescue@gmail.com,,,
,,,"35.95775833126568, -85.01192979265943",A Time 4 Paws Animal Adoption Center,http://atime4paws.org/,savetnpets@gmail.com,,,
,,,,Focus On Cumberland County Animal Safety,https://foccas-tn.org/,foccas.rescue@gmail.com,,,
,,,,Tennessee River Rescues,https://www.facebook.com/profile.php?id=100063747635228,tnrivrescues@hotmail.com,,,
,,,"36.03295391472467, -83.42304533174348",Humane Society of Jefferson County,https://humanesocietyjctn.org/?doing_wp_cron=1691844614.9842779636383056640625,humanesocietyjctn@gmail.com,,,
,,,"36.055072213097034, -87.35497784810529",Humane Society-Dickson County,https://www.humanesocietyofdickson.com/,GM@humanesocietyofdickson.com,,,
,,,,Red Fern Animal Shelter,https://www.redfernanimalshelter.org/,chooseme@redfernanimalshelter.org,,,
,,,"34.999738153713785, -85.22106830459735",East Ridge Animal Services,https://www.eastridgeanimalservices.org/,eras@eastridgetn.org,,,
,,,"35.15730659398094, -86.59728571668568",Fayetteville Animal Shelter,https://humanesocietylc.com/,info@humanesocietylc.com,,,
,,,,Critter Cavalry Rescue,https://www.crittercavalry.com/,candacesimpsongiles@comcast.net,viviennejames@comcast.net,,
,,,"36.38216230759343, -86.48134360360304",Safe Place for Animals,https://safeplaceforanimals.com/,https://safeplaceforanimals.com/pages/contact-us,,,
,,,,Freedom Farm Animal Sanctuary,http://freedomfarm.net/,info@freedomfarm.net,,,
,,,"36.309306602822474, -86.63026679189652",Humane Society of Sumner County,https://www.sumnerhumane.org/,info@sumnerhumane.org,,,
,,,"36.068285896718194, -83.47732155163237",Companion Animal Rescue & Education- CARE,https://www.carejeffcounty.com/,care4jctn@gmail.com,,,
,,,,TCGC Animal League,http://www.tcgcal.com/,adoptions@tcgcal.com,,,
