,,,,,,,,
,,,MAP,NAME,WEB,EMAIL,,
,,,"29.021244712519753, -81.30291441642403",Animal Rescue Konsortium Inc.,https://arksaves.com/,ARKsaves@gmail.com,,
,,,,"Pet Action League, Inc.",http://www.petrescue.com/,info@petrescue.com,,
,,,"29.047202027359518, -81.34786546541528",New Hope Animal Shelter,https://www.newhopeanimalshelter.com/,NewHopestaff20@gmail.com,,
,,,,Animal Rescue Movement,https://members.tripod.com/~A_R_M/,arm435@hotmail.com,,
,,,,Florida Rottweiler Rescue Ranch and Sanctuary,https://flrottweilerrescueranch.org/,admin@flrottweilerrescueranch.org,,
,,,"27.904212329598344, -81.62430815004421",Oscars Cause,http://www.oscarscause.org/,info@oscarscause.org,,
,,,"29.774976489448548, -84.83142239009673",Franklin County Humane Society,http://www.forgottenpets.org/,fcadoptioncenter@fairpoint.net,,
,,,"28.983725173382595, -80.9138191520938",Edgewater Animal Shelter ,https://edgewateranimalshelter.org/,info@edgewateranimalshelter.org,,
,,,"30.474412775888634, -86.49099658630811",Eglin Pet Welfare,https://www.petwelfare.net/,etwelfare@embarqmail.com,,
,,,"26.961751645300733, -82.35584967680747",EARS Animal Rescue Sanctuary,https://www.earsanimalrescue.com/,englewoodanimalrescue@yahoo.com,,
,,,"26.96465926328586, -82.34710044889093",Puffy Paws Kitty Haven,https://puffypawskittyhaven.org/,puffypawskittyhaven2@yahoo.com,,
,,,,"Cats Angels, Inc. SPCA",https://www.catsangels.com/,catsangels@catsangels.com,,
,,,"30.617732908125422, -81.46298191861973",Nassau Humane Society,https://nassauhumane.org/,https://nassauhumane.org/contact,,
,,,"28.70501798196515, -82.29266777797763","Room For One More Pet Rescue, Inc.",https://roomforonemore.net/,https://roomforonemore.net/contact-us/,,
,,,"26.593554992805394, -81.85835372591198",RAIN- Rescue Animals in Need Inc,http://www.rescueanimalsinneed.org/contact,template.placeholder@gmail.com,,
,,,,SPAY-LEE Inc,https://www.facebook.com/spaylee/,info@spaylee.org,,
,,,"27.38275495243491, -80.36575928488301","Dogs and Cats Forever, Inc.",https://dogsandcatsforever.com/,https://dogsandcatsforever.com/contact/,,
,,,"27.39101454772046, -80.33362099622487",Rescue Adoption,https://www.rescueadoption.net/,takeushometoday@gmail.com,,
,,,"30.493087339573858, -86.20423129598096",Alaqua Animal Refuge,,adoptions@alaquaanimalrefuge.org,,
,,,"26.140194024763552, -80.13466845315598",Abandoned Pet Rescue Inc,https://abandonedpetrescue.org/,info@abandonedpetrescue.org,,
,,,,"Pets In Distress of South Florida, Inc.",,PIDinc@aol.com,,
,,,"30.441447232318335, -86.6553971081071",Save Our Cats & Kittens Inc.,https://www.saveourcatsandkittens.com/,socks@saveourcatsandkittens.com,shelter@saveourcatsandkittens.com,
,,,"26.64085800228517, -81.8262060514268",Gulf Coast Humane Society,https://gulfcoasthumanesociety.org/,info@GulfCoastHumaneSociety.org,Jessica@GulfCoastHumaneSociety.org,Outreach@GulfCoastHumaneSociety.org
,,,"29.692466651436035, -82.33252394753586",Alachua County Humane Society,https://www.humanesocietyncfl.org/,info@humanesocietyncfl.org,,
,,,,Haile's Angels Pet Rescue,,hailesangelspetrescue@gmail.com,,
,,,,Angel Paws Animal Friends,,katnip364@gmail.com,,
,,,,Adopt A Stray,https://www.adoptastray.ws/,info@adoptastray.ws,,
,,,,"1 Lucky Dog Rescue, Inc.",https://1luckydogresq.org/,jessie@1luckydogrescue.com,jessie1ldr@gmail.com,
,,,,Top Paw Rescue Inc.,https://www.facebook.com/TopPawRescueInc,toppawrescueinc@aol.com,,
,,,,Polka Dogz Pet Pet Rescue,https://polkadogz.org/,aaron@polkadogz.org,,
,,,,Suncoast Exotic Animal Rescue Inc.,,suncoastanimal@gmail.com,,
,,,,"Save Our Strays, Inc.",,sos@saveourstraysinc.com,,
,,,,"Adopt A Rescued Pet, Inc",https://www.adoptarescuedpet.com/,aarpirescue@yahoo.com,,
,,"30.320751897039024, -81.73103762290175","30.38030483190405, -81.67001545944167",First Coast No More Homeless Pets,https://www.fcnmhp.org/,fcnmhp@fcnmhp.org,,
,,,,Florida Urgent Rescue,https://www.floridaurgentrescue.org/,adoptions@floridaurgentrescue.com,,
,,,,Froggy's Cat Rescue,https://www.froggyscatrescue.com/,froggyscatrescue@comcast.net,,
,,,,"G.R.E.A.T. Rescue of NE Florida, Inc.",https://greatrescue.org/,info@greatrescue.org,,
,,,"30.286721696167554, -81.57196430470516",Jacksonville Humane Society,https://jaxhumane.org/,info@jaxhumane.org,,
,,,"30.3116326973023, -81.68096406936859",Kamp Kritter Rescue Foundation,https://kampkritter.com/,kampkritter@aol.com,,
,,,,Pet Rescue North,http://petrescuenorth.com/,PRNorth@yahoo.com,,
,,,,The Animal Rescue & Adoption Agency,https://www.adoptapet.com/shelter/76348-the-animal-rescue-and-adoption-agency-inc-taraa-jacksonville-florida,jaxtaraa@yahoo.com,,
,,,"26.92767289700704, -80.14216262869725","Furry Friends Adoption, Clinic & Ranch",https://furryfriendsadoption.org/,info@furryfriendsadoption.org,,
,,,"26.742656410571882, -81.42845554502219",Caloosa Humane Society,https://caloosahumanesociety.org/,info@caloosahumanesociety.org,,
,,,"30.196926095852234, -82.65951098423433",Lake City Humane Society,https://www.lakecityhumane.org/,info@lakecityhumane.org,adoptions@lakecityhumane.org,
,,,,Purrrfect Angels Cat Rescue & Sanctuary,https://purrrfectangelscatrescue.org/,purrrfectangelsrescue@gmail.com,,
,,,"28.74191432340382, -82.08706528183168","Humane Society or SPCA of Sumter County, Inc.",https://hsspca.org/,info@hsspca.org,,
,,,"26.758158898066267, -80.10138186184369","Adopt A Cat Foundation, Inc. ",https://www.adoptacatfoundation.org/,Business@adoptacatfoundation.org,,
,,,,RU4 Me Pet Rescue,,ru4mepetrescue@gmail.com,,
,,,"27.95906890616476, -81.95770718822142",SPCA Florida,https://www.spcaflorida.org/,spcaflorida1979@gmail.com,,
,,,"27.382048728124644, -82.42393763167959",Humane Society at Lakewood Ranch,https://hslwr.org/,info@hslwr.org,,
,,,,Crazy Cavies Guinea Pig Rescue Inc.,,crazycavies@hotmail.com,,
,,,"28.94944161924062, -81.79543270810446",Leesburg Humane Society,https://www.leesburghumanesociety.com/about,leesburghumanesociety@gmail.com,,
,,,"30.35864188907746, -83.1618453012252","Preen Acres Cat Sanctuary, Inc",http://preenacres.com/,jpreen@windstream.net,,
,,,,"Greyhound Ranch Adoptions, Inc, and Pawdners",https://greyhoundranch.org/,greyhoundranchfl@earthlink.net ,,
,,,"26.77362180833162, -80.36103296596612",Barky Pines Animal Rescue & Sanctuary,https://barkypinesanimalrescue.com/,barkypines@gmail.com,,
,,,"26.742590590191895, -80.25459118179148",Pet Haven Rescue,https://www.pethavenrescue.org/,info@pethavenrescue.org,,
,,,"30.393481226704154, -83.30899594069845",Suwannee Valley Humane Society,https://suwanneevalleyhumanesociety.us/,suwanneevalley@embarqmail.com,,
,,,"26.108143436220978, -81.74665502459216","For the Love of Cats, Inc.",https://www.fortheloveofcatsfl.com/,cassandra@fortheloveofcatsfl.com,support@fortheloveofcatsfl.com,
,,,"26.23517129731994, -80.20905794699026",Cats Exclusive Inc.,https://www.catsexclusive.org/,adopt@catsexclusive.org,,
,,,,Partners for Pets,,petmanager.oquinn621@gmail.com ,,
,,,"28.208060713854803, -80.66410806464808",Humane Society of South Brevard,https://southbrevardhumane.org/,cats@southbrevardhumane.org,,
,,,,The Last Chance Sanctuary,https://www.thelastchancesanctuary.com/index.php,info@thelastchancesanctuary.com,,
,,,,Fairy Tails Adoptions,http://fairytailsadoptions.org/,Fairytailsorg@gmail.com ,,
,,,,"Little Tails Rescue, Inc.",https://littletails.net/index.html,littletailsrescueinc@gmail.com ,,
,,,,Paws4You ,https://paws4you.org/,info@paws4you.org ,,
,,,,ResQMe—A Homeless Dog Mission,https://www.facebook.com/ResQMeDogMission/,resqmedogmission@aol.com,,
,,,,"The Cat Network, Inc",https://thecatnetwork.org/,info@thecatnetwork.org,,
,,,"26.19340967732056, -80.26719668221241",Saving Sage Animal Rescue,https://savingsagerescue.org/,savingsagerescue@yahoo.com,,
,,,"30.104994235629675, -81.79785039079447",Safe Animal Shelter,https://safeanimalshelter.com/,info@safeanimalshelter.com,,
,,,,"RUFF Rescue of Central Florida, Inc.",https://www.rrocf.org/,info@rrocf.org,,
,,,"30.540405600184744, -83.83527283050981","Jefferson County Humane Society, Inc. - Wolf Creek Pet Adoption Center",https://sites.google.com/jeffersonhumane.org/wolfcreekpetadoptioncenter/home/about-us,admin@jeffersonhumane.org,,
,,,,Abby’s Little Friends Rescue,https://www.abbyslittlefriends.com/,Pam.Alvarez@comcast.net,,
,,,,Purradise Gardens Inc.,https://www.facebook.com/Naples.Cat.Alliance/,purradisegardens@gmail.com,,
,,,,Humane Society Naples,https://hsnaples.org/,facebook@hsnaples.org ,,
,,,"26.21312980720539, -81.72906582464132","Volunteer Services for Animals, Inc.",http://www.volunteerservicesforanimals.com/,vsarescue@aol.com,,
,,,,Sunshine State Animal Rescue,,ssar2015@outlook.com ,,
,,,,Florida Doggie Paws,https://www.facebook.com/FloridaDoggiePawsRescueInc,info@floridadoggiepaws.org,,
,,,,Pawesome Village Rescue,https://www.facebook.com/pawesomevillagerescue/,pawesomevillage@aol.com,,
,,,"28.26981985152766, -82.70689235787896",SPCA Suncoast,https://spcasuncoast.com/,info@spcasuncoast.com,,
,,,,The Little Cats Rescue,http://www.thelittlecatsrescue.org/,TheLittleCats@gmail.com ,,
,,,"26.667585032160915, -81.88470272357823",Forever Pets,https://forever-pets.org/,foreverpetsinc@gmail.com,,
,,,,Dalmatian Rescue South Florida,https://www.dalmatianrescue.com/,fladalrescue@aol.com ,,
,,,"25.924688455943482, -80.15528612698417",Humane Society of Greater Miami,https://www.humanesocietymiami.org/,marketing@humanesocietymiami.org,,
,,,,100+ ABANDONED DOGS OF EVERGLADES FLORIDA,https://100plusabandoneddogsofevergladesflorida.org/,100plusabandoneddogs@gmail.com ,,
,,,,United Dog Rescue,http://uniteddogrescue.org/,info@uniteddogrescue.org,,
,,,"29.20104434452124, -82.13041171618107",The Humane Society of Marion County ,https://thehsmc.org/,web@humanesocietyofmarioncounty.com,,
,,,"29.24785986784897, -82.29120225111792",Sheltering Hands,https://www.shelteringhands.org/,info@shelteringhands.org ,,
,,,"29.136485265011896, -82.22576481077661","VOCAL - Voices of Change Animal League, Ocala",https://vocalforpets.org/,Info@vocalforpets.org ,,
,,,,"A Better Life – Pet Rescue, Inc.",https://betterlifepets.com/,betterlifepet@gmail.com ,,
,,,,K9 Resque ,https://www.k9resque.org/,k9resque@gmail.com,,
,,,,Trail of Hope Animal Rescue Inc.,,info@trailofhopeanimalrescue.org ,,
,,,,A Cause 4 Paws Rescue,,info@acause4pawsrescue.org ,,
,,,,LoveyLoaves Sanctuary,http://www.loveyloaves.org/,Cheri@LoveyLoaves.org,,
,,,,Puppy Pleasers Rescue,,puppypleasersrescue@hotmail.com,,
,,,,"Cats-Can, Inc.",https://cats-caninc.rescuegroups.org/,catscaninc@gmail.com,,
,,,,Save A Life Pet Rescue INC,https://savealifepetrescue.org/,savealifepetres@aol.com,,
,,,,Sparticus Legacy Inc.,http://www.smalldogsrescuebysparticus.org/,http://www.smalldogsrescuebysparticus.org/Contact-us.html,,
,,,"27.14439793330423, -80.34569232378547",Caring Fields Felines,https://www.cffelines.org/,pauline@cffelines.org ,,
,,,"27.14967595494506, -80.3153701700986",Domino's Cat Rescue League,https://www.dominoshouse.org/,maris@dominoshouse.org,,
,,,,The Farm Dog Rescue,https://thefarmdogrescue.com/farm/,thefarmdogrescue@gmail.com,,
,,,"27.155293733887934, -80.30354410548347",Humane Society of the Treasure Coast (HSTC) ,https://hstc1.org/,admin@hstc1.org,,
,,,"27.171127184396163, -80.29028087081618",Nala's New Life Rescue,https://nalasrescue.org/,nalasrescue@gmail.com,,
,,,"29.5577029646952, -81.26604704612681",Flagler Humane Society,https://flaglerhumanesociety.org/,info@flaglerhumanesociety.org ,,
,,,,Canine Estates,https://www.canineestates.com/,director@canineestates.com,,
,,,"28.080577796995886, -82.76630378303125",Suncoast Animal League,https://www.suncoastanimalleague.org/,info@suncoastanimalleague.org ,,
,,,,Tampa Bay German Shepherd Rescue,https://www.facebook.com/profile.php?id=100064697349269,darkrain1234@gmail.com ,,
,,,,The Humane Society of Bay County,https://adoptme.org/,manager@adoptme.org ,,
,,,"28.741903016353405, -82.08700874185455",YOUR Humane Society SPCA,https://hsspca.org/,info@hsspca.org ,,
,,,,Animal Allies Florida,https://www.aaflorida.org/,info@aaFlorida.org,,
,,,,Phoenix Rising Rescue,https://www.phoenixrisingrescue.com/,https://www.phoenixrisingrescue.com/contact,,
,,,"30.41252580073128, -87.24610811585829",Pensacola Humane Society,https://pensacolahumane.org/,adopt@pensacolahumane.org,tiffany@pensacolahumane.org,
,,,"27.927838823571044, -82.07396785741689","Raining Cats and Dogs Shelter and Sanctuary, Inc",https://www.rainingcatsanddogsshelter.com/,rainingcatsanddogsshelter@gmail.com,,
,,,,Get A Life Pet Rescue,https://www.getalifepetrescue.com/,info@getalifepetrescue.com,,
,,,,Beyond Nine Cat Rescue,,meow@BeyondNineCatRescue.org,,
,,,"26.275676147597327, -80.15173588482125",The Florida Humane Society,http://www.floridahumanesociety.org/,info@floridahumanesociety.org,,
,,,"30.18732972695094, -81.38689423632268",Love Me True Rescue,http://www.lovemetruerescue.com/,lovemetruerescue@gmail.com,,
,,,"29.810878112962577, -85.2882833843867",St. Joseph Bay Humane Society,https://www.sjbhumanesociety.org/,info@sjbhumanesociety.org,,
,,,"27.359846056706317, -80.41068862043115",Humane Society of St. Lucie County,https://hsslc.org/,contact@hsslc.org,,
,,,"28.335346658163665, -82.66583417069585",Tampabay Cat Alliance Inc.,http://www.tampabaycatalliance.org/,tbcatalliance@gmail.com,,
,,,"27.70230923220243, -82.39738998370404",C.A.R.E.,https://www.careshelter.org/,VolunteerCARE@aol.com,,
,,,,"Feline Canopy of Care, Inc",https://fcocinc.org/,mimispath@comcast.net,director@fcocinc.org,
,,,"26.60721408916054, -82.11154328543402",Helping Paws Animal Sanctuary,https://www.helpingpawsanimalsanctuary.com/,admin@helpingpawsanimalsanctuary.com,,
,,,"27.382732767482388, -80.36575970902938","Dogs and Cats Forever, Inc",https://dogsandcatsforever.com/,https://dogsandcatsforever.com/contact/,,
,,,"28.779955427924108, -81.27527459448352",Pet Rescue By Judy,https://www.petrescuebyjudy.com/,info@petrescuebyjudy.com,,
,,,"27.350819152811415, -82.52298497051062","Humane Society of Sarasota County, Inc.",https://www.hssc.org/,info@hssc.org,,
,,,,Purrfect Match,,purrfectmatchinc@gmail.com,,
,,,"27.26396846817042, -82.40974138337808",Satchel’s Last Resort,https://satchelslastresort.org/,INFO@SATCHELSLASTRESORT.ORG,,
,,,"27.352047053935035, -82.51928804861714",Cat Depot,https://catdepot.org/,info@catdepot.org,,
,,,"27.8282824979309, -80.47755279806951","H.A.L.O. Rescue, Helping Animals Live and Overcome",https://halorescuefl.org/,moxas@aol.com,,
,,,"27.44143107777821, -81.36651918964556",Humane Society of Highlands County,https://www.humanesocietyofhighlandscounty.org/,Shelter.HSHC@gmail.com,,
,,,,PAWS Rescue Group,,info@pawsrescuegroup.com,,
,,,"28.364001200414595, -82.56813521474515",Humane Society of Pasco County,https://www.humanesocietyofpasco.org/,Info@HumaneSocietyofPasco.org,Info@HumaneSocietyofPasco.org,
,,,,Florida Pointer Rescue,https://www.floridapointerrescue.com/,floridapointerrescue@gmail.com,,
,,,,NAIA’s Pet Rescue,https://naiasrescue.org/,Contact@naiasrescue.org,,
,,,,"FurEver Friendz, Inc.",https://fureverfriendz.org/,debra.fureverfriendz@gmail.com,,
,,,"28.441860055394717, -82.55697195789641","Paw Warriors, Inc.",https://www.facebook.com/PAWwarriors/,paw.warrior@yahoo.com,,
,,,"27.76729070197142, -82.66319204580716",Pet Pal Animal Shelter,https://petpalanimalshelter.com/,info@petpalanimalshelter.com,,
,,,,Ayla’s Acres ,https://aylasacres.org/,info@aylasacres.org,,
,"29.640281165495892, -81.67784587029318","29.781681488901697, -81.25833179411498","29.862568394442395, -81.28070158471981","S.A.F.E. Pet Rescue, Inc.",https://safe-pet-rescue-fl.com/,Rnordan_se1@comcast.ne ,,
,,,"29.86577944646128, -81.32698882829446",Wags & Whiskers Pet Rescue,https://wwpetrescue.org/,wagsandwhiskers@att.net,,
,,,,"Spay The Strays, Inc",https://spaythestrays.rescuegroups.org/,spaythestrays@aol.com,,
,,,"27.81556647187742, -82.67274271323176",Friends of Strays Animal Shelter,https://www.friendsofstrays.org/,info@friendsofstrays.org,,
,,,,"Tallahassee Big Dog Rescue, Inc.",http://www.bigdogrescue.com/,info@bigdogrescue.com,,
,,,,"ECAH Animals, Inc",https://www.ecahanimals.org/,info@ecahanimals.org,,
,,,,"Equine Rescue & Rehabilitation Ranch (Triple R), Inc.",http://triplerhorserescue.org/,equinerrr@yahoo.com,,
,,,,Last Hope Rescue Florida,https://www.facebook.com/LastHopeRescueFL/,lasthoperescuefl@gmail.com,,
,,,,Lemondrop Farm Sanctuary & Community Outreach,https://lemondropproductions.wixsite.com/home,lemondrop@riseup.net,,
,,,"30.506274197313072, -84.27540163017127",Leon County Humane Society,https://www.leoncountyhumane.org/,https://www.leoncountyhumane.org/contact/,,
,,,,Smitten With Kittens,https://www.smittenwithkittens.net/index.html,adoption@smittenwithkittens.net,,
,,,,Pets Alive,http://www.tallahasseepetsalive.org/,http://www.tallahasseepetsalive.org/contact-us/,,
,,,,"Cat Crusaders, Inc.",https://www.tampacatcrusaders.org/,information@tampacatcrusaders.org,,
,,,,Heidis Legacy Rescue Network,https://www.heidislegacydogrescue.com/,info@heidislegacydogrescue.com,,
,,,"27.97141271252982, -82.48434132152443",Humane Society of Tampa Bay,https://humanesocietytampa.org/,sherrys@humanesocietytampa,,
,,,,On the Wings of Angels Rescue,https://www.owar.org/,info@owar.Org,,
,,,,Paw Print Hearts,https://www.facebook.com/pawprinthearts,ourpawprinthearts@gmail.com,,
,,,,Rebels Rescue,https://www.rebelsrescue.com/,savealife@rebelsrescue.com,,
,,,,Second Chance for Strays Inc,https://www.secondchanceforstrays.com/,scfsfl@aol.com,,
,,,,SouthEast Beagle Rescue Inc.,https://www.sebr.org/,saveabeagle@sebr.org,,
,,,,St Francis Society Animal Rescue,https://www.stfrancisrescue.org/#/rescue-ui/,https://www.stfrancisrescue.org/#/rescue-ui/contact,,
,,,"28.88863265591225, -81.68458456424825",Humane Society of Lake County,https://www.humanelake.com/,humanelake@gmail.com,,
,,,,Max's Pet Connection,http://www.maxspetconnection.com/,maxlhirsch@comcast.net,,
,,,"27.061385258697086, -82.41529235385873",St. Francis Animal Rescue of Venice Inc.,,stfrancisarfl@gmail.com,,
,,,"27.603729771940163, -80.43004887768842",Cats Meow Rescue and Adoption Center,https://www.facebook.com/CatsMeowRescueAndAdoptionCenter/,verocatsmeow@gmail.com,,
,,,"30.143799046806283, -82.82745247196931",North Florida Animal Rescue Inc. & The Anthea Duron Adoption Center,https://northfloridaanimalrescue.org/,info@northfloridaanimalrescue.org,,
,,,"26.675994231455153, -80.21782572162407","Big Dog Ranch Rescue, Inc.",https://www.bdrr.org/,saveadog@bdrr.org,,
,,,,C.A.R.E - Cat Crusade Adoption,http://www.catcrusade.org/,catcrusaderescue@gmail.com,,
,,,,"You had Me at MEOW, Inc.",https://youhadmemeow.rescuegroups.org/,youhadmemeow@gmail.com,,
,,,,A Second Chance Puppies and Kittens Rescue,https://www.asecondchancerescue.org/,info@asecondchancerescue.org,,
,,,"26.66696147323874, -80.0556210643677","A.R.F. - Animal Rescue Force of South Florida, Inc",https://www.animalrescueforce.org/,info@animalrescueforce.org,,
,,,"26.688424295990256, -80.06979436654633",Darbster Kitty ,https://www.darbsterfoundation.com/,Ellen@darbster.com,,
,,,"26.69062969256383, -80.17565933468275",Kibblez of Love,https://www.kol-fl.org/,https://www.kol-fl.org/contact/,,
,,,,"Tiki Kiti & Poni Rescue, Inc.",https://www.tikirescue.org/,https://www.tikirescue.org/contact/,,
,,,,"Skunkie Acres, Inc",https://skunkieacres.com/,skunkieacres@aol.com?,,
,,,,Friends of Feisty Acres Animal Rescue,https://feistyacres.com/,myfeistydeb@yahoo.com,,
,,,,Williston Animal Group,,info@willistonanimalgroup.com,,
,,,"28.03328195335723, -81.67695576570338","Humane Society of Polk County, Inc.",https://www.humanesocietyofpolkcounty.org/,Admin@humanesocietyofpolkcounty.org,,
,,,,Mid Florida Sheltie Rescue,https://www.midflsheltierescue.com/,Dillardbad@aol.com,,
,,,"28.7744227790016, -81.74284176902152",A Forever Home Animal Rescue,https://www.aforeverhomeanimalrescue.org/,lmasters@cfl.rr.com,,
,,,,Furever Paws Animal Rescue,https://www.facebook.com/FureverPawsAnimalRescue/,info@FPAR.org,,
,,,"27.496493223145247, -81.75393104171737","Trust Again Pet Shelter, Inc. ",https://taps2646.webs.com/,https://taps2646.webs.com/contactus.htm,,
,,,,,,,,
,,GEORGIA,,,,,,
,,,"31.549625687018022, -84.20410464920765","Albany Humane Society, Inc.",https://albanyhumane.org/,kim.alford@swacalbany.org,,
,,,,Angels Among Us Pet Rescue,https://angelsrescue.org/,info@angelsrescue.org,,
,,,,You Lucky Dog Rescue,http://youluckydogrescue.org/,info@youluckydogrescue.org,,
,,,,Athens Canine Rescue,http://athenscaninerescue.com/,rescue@athenscaninerescue.com,,
