name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file
Fetch Wisconsin Rescue,,US +1,,,fetchwirescue@gmail.com,,https://fetchwi.org/,clean,no,,
Driftless Humane Society,,US +1,,,driftlesshumane@gmail.com,,https://www.driftlesshumanesociety.com/,clean,no,,
Humane Animal Welfare Society - HAWS of Waukesha County,,US +1,,,office@hawspets.org,,https://hawspets.org/,clean,no,,
Cat Network,,US +1,,,catassocation@yahoo.com,,https://www.adoptdont.shop/o/621699/cat-network-west-allis-wi,clean,no,,
JRs Pups-n-Stuff Animal Rescue,,US +1,,,info@jrspupsnstuff.org,,https://www.jrspupsnstuff.org/,clean,no,,
"Feline/Canine Friends, Inc.",,US +1,,,felinecaninefriends80@gmail.com,,https://www.felinecaninefriends.org/,clean,no,,
"Community Cat, Inc.",,US +1,,,adoptions@commcat.org,,,clean,no,,
Touched By A Paw,,US +1,,,tbapcats@sbcglobal.net,,https://www.touchedbyapaw.org/,clean,no,,
City Dogs & City Kitties Rescue,,US +1,,,info@citydogsrescuedc.org,,https://www.citydogsrescuedc.org/,clean,no,,
Little Victories Animal Rescue,,US +1,,,info@littlevictories.org,,https://littlevictories.org/,clean,no,,
ANIMAL FRIENDS OF BARBOUR COUNTY,,US +1,,,animalfriendsweb@yahoo.com,,http://www.afobcwv.org/,clean,no,,
Humane Society of Morgan County West Virginia,,US +1,,,hsmc-wv@peoplepc.com,,https://hsmc-wv.org/,clean,no,,
Briggs Animal Adoption Center,,US +1,,,adopt@baacs.org,,https://www.baacs.org/,clean,no,,
Kanawha-Charleston Humane Association,,US +1,,,info@adoptcharleston.com,,https://adoptcharleston.com/,clean,no,,
"Almost Heaven Golden Retriever Rescue and Sanctuary, Inc. (AHGRRS)",,US +1,,,ahgrr@frontiernet.net,,https://www.almostheaven-golden-retriever-rescue.org/,clean,no,,
Marion County West Virginia Humane Society,,US +1,,,mchswvnokillshelter@gmail.com,,https://www.mchswv.com/,clean,no,,
"P.U.R.R. West Virginia, People United for Rescue & Rehabilitation",,US +1,,,clarajean@purrwv.org,,https://purrwv.org/,clean,no,,
Huntington Cabell Wayne Animal Control Shelter,,US +1,,,hcwanimalcontrolshelter@gmail.com,,https://hcwanimalshelter.com/,clean,no,,
Animal Welfare Society of Jefferson County,,US +1,,,awsmanager@awsjc.org,,https://awsjc.org/,clean,no,,
Animal Friends of North Central West Virginia,,US +1,,,info@animalfriendswv.com,,http://www.animalfriendswv.org/,clean,no,,
Webark Estates,,US +1,,,Dominotiger@AOL.com,,https://www.facebook.com/webarkestates/,clean,no,,
Southern WV Animal League,,US +1,,,swvanimalleague@gmail.com,,https://www.facebook.com/swval/,clean,no,,
Helping Hand Pet Rescue of West Virginia,,US +1,,,chvychevy1@msn.com,,,clean,no,,
"Olive Branch Animal Rescue & Refuge, Inc.",,US +1,,,olivebranchwv@gmail.com,,https://www.olivebranchwv.org/,clean,no,,
Black Dog Animal Rescue,,US +1,,,bdar@bdar.org,,http://www.bdar.org/,clean,no,,
Paws and Claws Animal Adoption and Care Center Inc.,,US +1,,,pawsandclawsanimals@hotmail.com,,https://pawsandclawsanimals.rescuegroups.org/,clean,no,,
Laramie Peak Humane Society,,US +1,,,laramiepeakhumanesociety@gmail.com,,http://www.laramiepeakhumanesociety.org/,clean,no,,
Kindness Ranch,,US +1,,,info@kindnessranch.org,,https://kindnessranch.org/,clean,no,,
"Pet Pals, Inc",,US +1,,,adoptiondepartment@PetPalsInc.org,,https://petpalsshelter.com/,clean,no,,
Jackson/Teton County Animal Shelter,,US +1,,,animalshelter@jacksonwy.gov,,,clean,no,,
Paws for Life Animal League,,US +1,,,pawsofriverton@gmail.com,,https://www.pawsforliferiverton.org/,clean,no,,
Second Chance Sheridan Cat Rescue,,US +1,,,secondchance@sheridancatrescue.org,,https://sheridancatrescue.org/,clean,no,,
Lucky’s Place Animal Shelter and Adoption Center,,US +1,,,info@ahasv.org,,https://www.luckys.place/,clean,no,,
"Santuario de Animales San Francisco de Asís, Inc.",,US +1,,,info@sasfapr.org,,https://sasfapr.org/,clean,no,,
Battersea Dogs & Cats Home (now known as Battersea),,UK +44,,,info@battersea.org.uk,,http://www.battersea.org.uk/,clean,no,,
"Brooke - London, UK",,UK +44,,,info@thebrooke.org,,http://www.thebrooke.org/,clean,no,,
"Brooke - Amsterdam, Holland",,UK +44,,,info@brooke.nl,,http://www.thebrooke.org/,clean,no,,
"Brooke - Lahore, Pakistan",,UK +44,,,mail@thebrookeindia.org,,http://www.thebrooke.org/,clean,no,,
"Brooke - Dakar, Senegal",,UK +44,,,Info.senegal@thebrooke.org,,http://www.thebrooke.org/,clean,no,,
Brooke - East Africa,,UK +44,,,brookeea@thebrookeeastafrica.org,,http://www.thebrooke.org/,clean,no,,
Brooke - Ethiopia,,UK +44,,,info@thebrookeethiopia.org,,http://www.thebrooke.org/,clean,no,,
"Brooke - Kentucky, USA",,UK +44,,,Info@BrookeUSA.org,,http://www.thebrooke.org/,clean,no,,
Mayhew Animal Home,,UK +44,,,info@mayhewanimalhome.org,,https://themayhew.org/,clean,no,,
Drinking Fountain Assocation.,,UK +44,,,ralph.baber@drinkingfountains.org,,http://drinkingfountains.org/,clean,no,,
"World Animal Protection - Chislehurst, Regno Unito",,UK +44,,,info@worldanimalprotection.org,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - Nairobi, Kenya",,UK +44,,,africaenquiries@worldanimalprotection.org,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - NSW, Australia",,UK +44,,,info@worldanimalprotection.org.au,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - Toronto, Canada",,UK +44,,,info@worldanimalprotection.ca,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - Beijing, China",,UK +44,,,info@worldanimalprotection.org.cn,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - Copenaghen, Denmark",,UK +44,,,infola@worldanimalprotection.org,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - New Delhi, India",,UK +44,,,info@worldanimalprotection.org.in,,https://www.worldanimalprotection.org/,clean,no,,
"World Animal Protection - Den Haag, Holland",,UK +44,,,info@worldanimalprotection.nl,,https://www.worldanimalprotection.org/,clean,no,,
World Animal Protection - UK,,UK +44,,,pressofficer@worldanimalprotection.org.uk,,https://www.worldanimalprotection.org/,clean,no,,
Royal Society for the Protection of Birds,,UK +44,,,membership@rspb.org.uk,,https://rspb.org.uk/,clean,no,,
African Conservation Foundation,,UK +44,,,,,https://africanconservation.org/,clean,no,,
Amphibian and Reptile Conservation Trust,,UK +44,,,enquiries@arc-trust.org,,https://www.arc-trust.org/,clean,no,,
Animal Free Research UK,,UK +44,,,hello@animalfreeresearchuk.org,,https://www.animalfreeresearchuk.org/,clean,no,,
The Aspinall Foundation,,UK +44,,,,,https://www.aspinallfoundation.org/,clean,no,,
Blue Cross (animal charity),,UK +44,,,,,https://www.bluecross.org.uk/,clean,no,,
Born Free Foundation,,UK +44,,,info@bornfree.org.uk,,https://www.bornfree.org.uk/,clean,no,,
British Divers Marine Life Rescue,,UK +44,,,info@bdmlr.org.uk,,https://bdmlr.org.uk/,clean,no,,
British Hen Welfare Trust,,UK +44,,,info@bhwt.co.uk,,https://www.bhwt.org.uk/,clean,no,,
British Herpetological Society,,UK +44,,,info@thebhs.org,,https://www.thebhs.org/,clean,no,,
British Trust for Ornithology,,UK +44,,,info@bto.org,,https://www.bto.org/,clean,no,,
Buttercups Sanctuary for Goats,,UK +44,,,,,https://www.buttercups.org.uk/,clean,no,,
Cats Protection (CP),,UK +44,,,giftsinwills@cats.org.uk,,http://www.cats.org.uk/,clean,no,,
Uncaged Campaigns,,UK +44,,,,,http://www.uncaged.co.uk/,clean,no,,
The Cinnamon Trust,,UK +44,,,,,https://cinnamon.org.uk/cinnamon-trust/,clean,no,,
Compassion in World Farming,,UK +44,,,,,https://www.ciwf.org.uk/,clean,no,,
Dogs Trust,,UK +44,,,info@dogstrust.org.uk,,https://www.dogstrust.org.uk/#main-content,clean,no,,
Elephant Family,,UK +44,,,,,https://elephant-family.org/,clean,no,,
Freedom for Animals,,UK +44,,,office@freedomforanimals.org.uk,,https://www.freedomforanimals.org.uk/,clean,no,,
Froglife,,UK +44,,,info@froglife.org,,https://www.froglife.org/,clean,no,,
Fund for the Replacement of Animals in Medical Experiments,,UK +44,,,hello@frame.org.uk,,https://frame.org.uk/,clean,no,,
Hedgehog Care,,UK +44,,,,,https://hedgehogcare.org.uk/,clean,no,,
Hillside Animal Sanctuary,,UK +44,,,contact@hillside.org.uk,,https://www.hillside.org.uk/,clean,no,,
The Horse Trust,,UK +44,,,info@horsetrust.org.uk,,https://horsetrust.org.uk/,clean,no,,
How Many Elephants,,UK +44,,,gulp@howmanyelephants.org,,https://howmanyelephants.org/,clean,no,,
Humanimal Trust,,UK +44,,,info@humanimaltrust.org.uk,,https://www.humanimaltrust.org.uk/,clean,no,,
League Against Cruel Sports,,UK +44,,,info@league.org.uk,,https://www.league.org.uk/,clean,no,,
Manchester and Cheshire Dogs' Home,,UK +44,,,,,https://dogshome.net/,clean,no,,
National Animal Welfare Trust,,UK +44,,,,,https://www.nawt.org.uk/,clean,no,,
NoToDogMeat,,UK +44,,,info@notodogmeat.com,,https://notodogmeat.com/,clean,no,,
People's Dispensary for Sick Animals,,UK +44,,,,,https://www.pdsa.org.uk/,clean,no,,
People's Trust for Endangered Species,,UK +44,,,enquiries@ptes.org,,https://ptes.org/,clean,no,,
Raystede,,UK +44,,,info@raystede.org,,https://www.raystede.org/,clean,no,,
Redwings Horse Sanctuary,,UK +44,,,,,https://www.redwings.org.uk/,clean,no,,
Retraining of Racehorses,,UK +44,,,tvaughan@ror.org.uk,,https://ror.org.uk/,clean,no,,
Safe Haven for Donkeys in the Holy Land,,UK +44,,,info@safehaven4donkeys.org,,https://www.safehaven4donkeys.org/,clean,no,,
Save the Elephants,,UK +44,,,info@savetheelephants.org,,https://www.savetheelephants.org/,clean,no,,
Save the Rhino,,UK +44,,,info@savetherhino.org,,https://www.savetherhino.org/,clean,no,,
Secret World wildlife rescue,,UK +44,,,,,https://www.secretworld.org/,clean,no,,
Shark Trust,,UK +44,,,,,https://www.sharktrust.org/,clean,no,,
Society for Abandoned Animals,,UK +44,,,office@saarescue.co.uk,,https://www.saarescue.co.uk/,clean,no,,
Society for the Protection of Animals Abroad,,UK +44,,,hello@spana.org,,https://spana.org/,clean,no,,
Sussex Ornithological Society,,UK +44,,,secretary@sos.org.uk,,https://www.sos.org.uk/,clean,no,,
"Swan Sanctuary, Shepperton",,UK +44,,,,,https://www.theswansanctuary.org.uk/,clean,no,,
Last Chance Animal Rescue 2,,UK +44,,,,,https://www.lastchanceanimalrescue.co.uk/kennel/dog.php,clean,no,,
Thornberry Animal Sanctuary,,UK +44,,,info@thornberryanimalsanctuary.org,,https://www.thornberryanimalsanctuary.org/,clean,no,,
Tiggywinkles,,UK +44,,,mail@tiggywinkles.org,,https://www.sttiggywinkles.org.uk/,clean,no,,
Whale and Dolphin Conservation,,UK +44,,,info@whales.org,,https://uk.whales.org/,clean,no,,
Wildlife Aid Foundation,,UK +44,,,,,https://www.wildlifeaid.org.uk/,clean,no,,
Woodgreen Pets Charity,,UK +44,,,info@woodgreen.org.uk,,https://woodgreen.org.uk/,clean,no,,
Save Me,,UK +44,,,info@savemetrust.org,,https://savemetrust.co.uk/,clean,no,,
Animal Defence and Anti-Vivisection Society,,UK +44,,,info@adavsociety.org,,https://adavsociety.org/,clean,no,,
Animal Rights Cambridge,,UK +44,,,animalrightscambridge54@gmail.com,,https://animalrightscambridge.wordpress.com/,clean,no,,
Anti-Vivisection Coalition,,UK +44,,,info@stopvivisection.org.uk,,https://web.archive.org/web/20140225231857/http://www.stopvivisection.org.uk/,clean,no,,
Badger Trust,,UK +44,,,,,https://www.badgertrust.org.uk/,clean,no,,
Bat Conservation Trust,,UK +44,,,enquiries@bats.org.uk,,https://www.bats.org.uk/,clean,no,,
Centre for Animals and Social Justice,,UK +44,,,,,https://www.casj.org.uk/,clean,no,,
Conservative Animal Welfare Foundation,,UK +44,,,info@conservativeanimalwelfarefoundation.org,,https://www.conservativeanimalwelfarefoundation.org/,clean,no,,
Cruelty Free International,,UK +44,,,info@CrueltyFreeInternational.org,,https://crueltyfreeinternational.org/,clean,no,,
Dogs Blog dot Com,,UK +44,,,,,https://www.dogsblog.com/,clean,no,,
Hunt Saboteurs Association,,UK +44,,,,,https://www.huntsabs.org.uk/,clean,no,,
Lord Dowding Fund for Humane Research,,UK +44,,,,,https://www.ldf.org.uk/research/,clean,no,,
Monkey World,,UK +44,,,apes@monkeyworld.org,,https://monkeyworld.org/,clean,no,,
National Anti-Vivisection Society,,UK +44,,,,,https://www.navs.org.uk/home/,clean,no,,
OneKind,,UK +44,,,,,https://www.onekind.org/,clean,no,,
Viva!,,UK +44,,,,,https://viva.org.uk/,clean,no,,
Cat Action Trust,,UK +44,,,info@catactiontrust.org.uk,,http://www.catactiontrust.org.uk/,clean,no,,
"RCVS Knowledge
Advancing veterinary care for the benefit of animals",,UK +44,,,info@rcvsknowledge.org,,https://www.rcvsknowledge.org/,clean,no,,
Birmingham Dogs' Home,,UK +44,,,,,https://www.birminghamdogshome.org.uk/,clean,no,,
Woodside Animal Welfare Trust,,UK +44,,,management@woodsidesanctuary.org.uk,,http://www.woodsidesanctuary.org.uk/,clean,no,,
Celia Hammond Animal Trust,,UK +44,,,info@celiahammond.org,,https://www.celiahammond.org/,clean,no,,
Saltburn Animal Rescue Association,,UK +44,,,sara.foxrushfarm@gmail.com,,http://www.s-a-r-a.org.uk/,clean,no,,
Horses and Ponies Protection Association (HAPPA),,UK +44,,,enquiries@happa.org.uk,,https://www.happa.org.uk/,clean,no,,
Oak Tree Animals' Charity,,UK +44,,,info@oaktreeanimals.org.uk,,https://www.oaktreeanimals.org.uk/,clean,no,,
Canine Concern Scotland Trust,,UK +44,,,info@canineconcernscotland.org.uk,,https://www.canineconcernscotland.org.uk/,clean,no,,
The Kennel Club Charitable Trust,,UK +44,,,fundraising@kennelclubcharitabletrust.org,,http://www.kennelclubcharitabletrust.org/,clean,no,,
Scottish Greyhound Sanctuary,,UK +44,,,scottishgreyhoundsanctuary@gmail.com,,https://www.scottishgreyhoundsanctuary.org/,clean,no,,
ROSINA ANIMAL CENTRE,,UK +44,,,,,https://rosinaanimalcentre.weebly.com/,clean,no,,
First For Dogs Foundation,,UK +44,,,admin@firstfordogs.org,,http://www.firstfordogs.org/,clean,no,,
Shetland Rescue,,UK +44,,,ShetlandRescue1984@yahoo.com,,https://shetlandrescue.org.uk/,clean,no,,
Harvey's Army,,UK +44,,,info@harveysarmy.com,,http://www.harveysarmy.com/,clean,no,,
The Bulldog Trust Limited,,UK +44,,,info@bulldogtrust.org,,https://www.bulldogtrust.org/,clean,no,,
St Francis Hospice For Cats,,UK +44,,,cathospice@sky.com,,https://www.sfhfc.org.uk/,clean,no,,
The Rhodes Minnis Cat Sanctuary,,UK +44,,,rminniscats@gmail.com,,https://www.rhodesminniscatsanctuary.com/,clean,no,,
The Cat and Rabbit Rescue Centre,,UK +44,,,info@crrc.co.uk,,https://crrc.co.uk/,clean,no,,
Shropshire Cat Rescue,,UK +44,,,info@shropshirecatrescue.org.uk,,https://www.shropshirecatrescue.org.uk/,clean,no,,
Prevent Unwanted Pets,,UK +44,,,alison@preventunwantedpets.co.uk,,https://www.preventunwantedpets.co.uk/,clean,no,,
The Fforest Uchaf Horse and Pony Rehabilitation Centre Charitable Trust,,UK +44,,,info@pitponies.co.uk,,https://www.pitponies.co.uk/,clean,no,,
Brownbread Horse Rescue,,UK +44,,,bbhrescue@gmail.com,,https://brownbreadhorserescue.org/,clean,no,,
Easterleigh Animal Sanctuary,,UK +44,,,easterleighanimalcharity@gmail.com,,https://www.easterleigh.org.uk/,clean,no,,
Bury's Stray Cat Fund,,UK +44,,,info@burystraycatfund.co.uk,,https://www.burystraycatfund.co.uk/,clean,no,,
Lincolnshire Greyhound Trust,,UK +44,,,kev@lincolnshiregreyhoundtrust.com,,https://www.lincolnshiregreyhoundtrust.co.uk/,clean,no,,
Cats Protection - Tamworth & Atherstones Branch,,UK +44,,,tamcats@talktalk.net,,https://www.tamcats.co.uk/,clean,no,,
Cat Protection and Rescue,,UK +44,,,cpr@longfram.net,,,clean,no,,
Pet Fostering Service Scotland,,UK +44,,,fosterenquiry@pfss.org.uk,,https://www.pfss.org.uk/,clean,no,,
7th Heaven Animal Rescue Trust,,UK +44,,,animalrescuetrust@hotmail.com,,http://www.7thheaven.org.uk/,clean,no,,
Greyhound Welfare and Rescue,,UK +44,,,greyhoundwelfarewales@gmail.com,,https://www.greyhoundsinwales.moonfruit.co.uk/,clean,no,,
"Cats Protection - Crawley, Reigate & District",,UK +44,,,enquiries@catsprotection.co.uk,,,clean,no,,
British Veterinary Association Animal Welfare Foundation,,UK +44,,,enquiries@animalwelfarefoundation.org.uk,,https://www.animalwelfarefoundation.org.uk/,clean,no,,
Animal Care Trust,,UK +44,,,act@rvc.ac.uk,,https://www.rvc.ac.uk/act,clean,no,,
Blue Cross,,UK +44,,,info@bluecross.org.uk,,https://www.bluecross.org.uk/,clean,no,,
Edinburgh Dog and Cat Home,,UK +44,,,,,https://www.edch.org.uk/,clean,no,,
The Shire Horse Society,,UK +44,,,info@shire-horse.org.uk,,https://www.shire-horse.org.uk/,clean,no,,
The British Thoroughbred Retraining Centre,,UK +44,,,enquiries@thetrc.co.uk,,https://www.thetrc.co.uk/,clean,no,,
Rabbit Welfare Fund,,UK +44,,,info@rabbitwelfare.co.uk,,https://www.rabbitwelfare.co.uk/,clean,no,,
Stray Cat Rescue,,UK +44,,,leona@leonabrown.co.uk,,http://www.straycatrescue.org.uk/,clean,no,,
Marmaris Cat Welfare Trust,,UK +44,,,canim682@hotmail.co.uk,,https://www.facebook.com/profile.php?id=100069203284039,clean,no,,
Fen Bank Greyhound Sanctuary,,UK +44,,,info@fenbankgreyhounds.co.uk,,https://www.fenbankgreyhounds.co.uk/,clean,no,,
Happycats Rescue,,UK +44,,,enquiries@happycatsrescue.co.uk,,https://www.happycatsrescue.co.uk/,clean,no,,
Central Bedfordshire Canine Trust,,UK +44,,,info@centralbedfordshirecaninetrust.com,,https://www.centralbedfordshirecaninetrust.com/,clean,no,,
Cats In Need Menorca,,UK +44,,,catsinneed1999@aol.com,,https://catsinneedmenorca.org/,clean,no,,
8 Lives Cat Rescue,,UK +44,,,eightlives@outlook.com,,http://www.8livescatrescue.org/,clean,no,,
Kent Horse Rescue,,UK +44,,,,,https://www.kenthorserescue.org/,clean,no,,
The Sheffield Cats Shelter,,UK +44,,,INFO@THESHEFFIELDCATSSHELTER.ORG.UK,,https://www.thesheffieldcatsshelter.org/,clean,no,,
Galgos Del Sol UK,,UK +44,,,galgosdelsoluk@gmail.com,,https://www.galgosdelsol.org/,clean,no,,
Bodmin Moorland Pony Rehabilitation,,UK +44,,,bmpr@outlook.com,,https://www.bodminmoorlandpony.org/,clean,no,,
Durham District Retired Greyhounds,,UK +44,,,durhamhollinhall@gmail.com,,https://www.durhamretiredgreyhounds.co.uk/,clean,no,,
The Cat Welfare Group Ltd,,UK +44,,,Contact@TheCatWelfareGroup.org,,https://thecatwelfaregroup.org/what-we-do,clean,no,,
Hastings Cat Lovers (hcl),,UK +44,,,info.hastingscatlovers@gmail.com,,https://www.hastingscatlovers.co.uk/,clean,no,,
Chorlton Cats Charity,,UK +44,,,colette@chorltoncats.org,,https://www.chorltoncats.org/,clean,no,,
Lancaster and Morecambe Cat Rescue,,UK +44,,,lancasterandmorecambecatrescue@hotmail.com,,https://www.lancasterandmorecambecatrescue.com/,clean,no,,
Feline Friends Limited,,UK +44,,,felinefriendscharity@gmail.com,,https://www.felinefriendscharity.co.uk/,clean,no,,
Cat Squad South East,,UK +44,,,CATSQUADESSEX@ICLOUD.COM,,https://catsquad.org/,clean,no,,
Portsmouth Cats Lost Found & Rehomed,,UK +44,,,portsmouthcats@hotmail.com,,http://www.portsmouthcatslostfoundandrehomed.co.uk/,clean,no,,
Hampshire Spirit Horse Rescue,,UK +44,,,hampshirespirithorserescue@outlook.com,,https://www.hampshirespirithorserescue.co.uk/,clean,no,,
Ceredigion Cat Rescue,,UK +44,,,ceredigioncatrescue@gmail.com,,,clean,no,,
The Colchester and District Cat Rescue and Homing Society,,UK +44,,,mail@colchestercatrescue.org.uk,,https://www.colchestercatrescue.org.uk/,clean,no,,
The Marjorie Nash Cat Rescue,,UK +44,,,info@marjorienashcatrescue.org.uk,,https://www.marjorienashcatrescue.org.uk/,clean,no,,
The Siamese Cat Welfare Trust,,UK +44,,,sccwt@siameserescue.org.uk,,https://www.siameserescue.org.uk/,clean,no,,
Moulton Chapel Cat Shelter,,UK +44,,,ray.digby@talktalk.net,,https://www.moultonchaplecatshelter.org/,clean,no,,
Costa Blanca Feral Cat Trust,,UK +44,,,emma.reid21@btinternet.com,,https://www.paulinefirks.co.uk/,clean,no,,
Crescent Cat Rescue,,UK +44,,,crescentcatrescue@gmail.com,,https://crescentcatrescue.org/,clean,no,,
Cat Watch Rescue Shelter,,UK +44,,,info@cwwrescue.org,,https://www.cwwrescue.org/,clean,no,,
Bow Lodge Cat Rescue,,UK +44,,,bowlodge@gmail.com,,https://www.bowlodgecatrescue.com/,clean,no,,
Mansfield Cat Rescue,,UK +44,,,admin@mansfieldcatrescue.co.uk,,https://mansfieldcatrescue.co.uk/,clean,no,,
Cat-ching,,UK +44,,,cat-ching@hotmail.com,,https://cat-ching.com/,clean,no,,
Italian Greyhound Rescue,,UK +44,,,info@italiangreyhoundrescuecharity.org.uk,,https://www.italiangreyhoundrescuecharity.org.uk/,clean,no,,
Cat Welfare Fund (wisbech),,UK +44,,,catwelfarewisbech@gmail.com,,https://www.catwelfarewisbech.co.uk/,clean,no,,
Catwel (cardiff),,UK +44,,,catwelcardiff@hotmail.co.uk,,https://www.catwel-blogspot.com/,clean,no,,
Liverpool Cat Welfare and Sanctuary,,UK +44,,,liverpoolcatwelfare@hotmail.co.uk,,https://liverpoolcatwelfare.com/,clean,no,,
Bedford and Biggleswade Cats Protection,,UK +44,,,,,https://www.cats.org.uk/bedford,clean,no,,
Stray Cat Rescue (Dunstable),,UK +44,,,fundraising@straycatrescue.org.uk,,http://www.straycatrescue.org.uk/,clean,no,,
Homeless Cat Rescue (Luton),,UK +44,,,homelesscatrescue@hotmail.com,,https://www.homelesscatrescue.co.uk/,clean,no,,
"TVAW, Thames Valley Animal Welfare (Wycombe)",,UK +44,,,tvaw@btconnect.com,,https://www.tvaw.org.uk/,clean,no,,
"Wood Green, The Animals Charity (Godmanchester)",,UK +44,,,info@woodgreen.org.uk,,https://woodgreen.org.uk/,clean,no,,
Animal Helpline Dog Rescue (Wansford),,UK +44,,,Homes4Dogs@outlook.com,,http://homes4dogs.co.uk/,clean,no,,
Chester Cat Care,,UK +44,,,info@chestercatcare.com,,https://www.rescuereview.co.uk/rescue/chester-cat-care-417/,clean,no,,
Warrington Animal Welfare,,UK +44,,,info@warringtonanimalwelfare.org.uk,,https://www.facebook.com/warringtonanimalwelfare/info/,clean,no,,
Paws Inn (Weaverham),,UK +44,,,pawsinn@aol.com,,http://www.pawsinncatrescue.co.uk/,clean,no,,
LFDR - Le Fonti Dog Rescue (Carlisle),,UK +44,,,lefontidogrescuecarlislecumbriauk@outlook.com,,http://www.lefontidogrescuecarlislecumbria.org/,clean,no,,
Animal Rescue Cumbria,,UK +44,,,,,https://www.animalrescuecumbria.co.uk/,clean,no,,
Chesterfield Animal Rescue,,UK +44,,,,,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,clean,no,,
Just For Dogs,,UK +44,,,adoption@justfordogsrescue.co.uk,,https://www.facebook.com/DogRescueDerbyshire/,clean,no,,
Second Chance Rescue (Derby),,UK +44,,,secondchancedogs@btinternet.com,,http://www.secondchancerescuekennels.co.uk/,clean,no,,
Pet Samaritans (Chesterfield),,UK +44,,,,,https://www.petsamaritans.co.uk/,clean,no,,
Animals in Distress Rescue Centre (Newton Abbot),,UK +44,,,info@animalsindistress.uk.com,,https://animalsindistress.uk.com/,clean,no,,
Feline Network (Paignton),,UK +44,,,felinenetwork2009@gmail.com,,http://felinenetwork.org.uk/,clean,no,,
Gables Farm Dogs and Cats Home,,UK +44,,,info@gablesfarm.org.uk,,https://www.gablesfarm.org.uk/,clean,no,,
Oldies Club (Plymouth),,UK +44,,,oldies@oldies.org.uk,,https://www.oldies.org.uk/,clean,no,,
Holly Hedge Animal Sanctuary (Barrow Gurney),,UK +44,,,,,https://hollyhedge.org.uk/,clean,no,,
Bristol's League for Cats (Barrs Court),,UK +44,,,,,https://blfc.weebly.com/,clean,no,,
Just Whippets Rescue,,UK +44,,,team@justwhippetsrescue.co.uk,,https://www.justwhippetsrescue.co.uk/,clean,no,,
Waggy Tails Rescue (Wimborne),,UK +44,,,,,https://waggytails.org.uk/,clean,no,,
Wetheriggs Animal Rescue & Conservation Centre (Barnard),,UK +44,,,info@wetheriggsanimalrescue.co.uk,,https://www.wetheriggsanimalrescue.co.uk/,clean,no,,
Stray Aid Ltd (Coxhoe),,UK +44,,,reception@strayaid.org.uk,,https://strayaid.org.uk/,clean,no,,
Stray Action for Dogs (Langley Moor),,UK +44,,,info@strayaction.com,,https://www.strayaction.com/,clean,no,,
"NASSL, National Animal Sanctuaries Support League (Newton Aycliffe)",,UK +44,,,nassl@nassl.org.uk,,https://nassl.co.uk/,clean,no,,
Lost Cats (Brighton),,UK +44,,,info@lostcatsbrighton.org.uk,,https://lostcatsbrighton.org.uk/,clean,no,,
"C.H.A.T, Celia Hammond Animal Trust (Hastings)",,UK +44,,,headoffice@celiahammond.org,,https://www.celiahammond.org/,clean,no,,
Catastrophes Cat Rescue (Heathfield),,UK +44,,,,,https://www.catastrophescats.org/,clean,no,,
Cat Welfare Sussex (Portslade),,UK +44,,,julie@catwelfaresussex.com,,https://catwelfaresussex.com/cws/,clean,no,,
Raystede Centre for Animal Welfare (Ringmer),,UK +44,,,info@raystede.org,,https://www.raystede.org/,clean,no,,
Gloucestershire Animal Welfare Association & Cheltenham Animal Shelter,,UK +44,,,reception@gawa.org.uk,,https://gawa.org.uk/,clean,no,,
Oak and Furrows Wildlife Rescue (Cirencester),,UK +44,,,info@rspcaoandf.org.uk,,https://www.rspcaoandf.org.uk/,clean,no,,
Teckels Animal Sanctuaries (Gloucester),,UK +44,,,enquiries@teckelsanimalsanctuaries.co.uk,,https://teckelsanimalsanctuaries.co.uk/,clean,no,,
5 Valley Cat Rescue (Stroud),,UK +44,,,Enquiries@5valleycatrescue.org,,https://www.5valleycatrescue.org/,clean,no,,
Lea Valley Dog Rescue,,UK +44,,,Info@leavalleydogrescue.co.uk,,https://leavalleydogrescue.co.uk/,clean,no,,
Dog Trust (Bolton),,UK +44,,,info@dogstrust.org.uk,,https://www.dogstrust.org.uk/,clean,no,,
Pro Dogs Direct (Catford),,UK +44,,,,,https://prodogsdirect.org.uk/,clean,no,,
"GAR, Greek Animal Rescue (Hendon)",,UK +44,,,info@greekanimalrescue.com,,https://greekanimalrescue.com/,clean,no,,
The Mayhew Animal Home (Kensal Green),,UK +44,,,vetclinic@mayhewanimalhome.org,,https://themayhew.org/,clean,no,,
Animal Aid and Advice North London,,UK +44,,,info@animalaidandadvice.org,,https://www.facebook.com/AnimalAidAndAdvice/,clean,no,,
Cat Action Trust 1977 Central London,,UK +44,,,,,https://cat77.org.uk/,clean,no,,
Hounslow Animal Welfare Society,,UK +44,,,cats@haws-animals.org.uk,,https://www.haws-animals.org.uk/,clean,no,,
