name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file,_reason
SIDDI MARIA CRISTINA,Alba (CN),,Private Foster Network Registry,,,Not available,,clean,no,,,Not found in database
MONTERSINO CRISTIAN (Azienda Agricola Allevamento),Guarene (CN),,Via Mulino Vecchio 31,,moncric1@tiscalinet.it,39 0173 211549 / +39 337 234759,cani.com,clean,no,,,Not found in database
IL RIFUGIO DI FIDO (LIDA Alba-Bra ODV),Pollenzo / Bra (CN),,Via Langhe 23,,lidacirie@gmail.com (Shared LIDA Registry),39 347 241 1858,empethy.it/lida-alba-bra,clean,no,,,Not found in database
RIFUGIO MILETTA ETS,Agrate Conturbia (NO),,Via Visconti 31 ter,,info@rifugiomiletta.org,39 346 313 2222,rifugiomiletta.org,clean,no,,,Not found in database
CANILE COMUNALE DI PRIMA ACCOGLIENZA,Borgomanero (NO),,Via Resega 20,,urp@comune.borgomanero.no.it,39 0322 831635 / +39 338 9878806,comune.borgomanero.no.it,clean,no,,,Not found in database
CANILE COMUNALE DI PRIMA ACCOGLIENZA,Galliate (NO),,Via Varallino - Reg. Vulcate Vecchia 1,,info@comune.galliate.no.it,39 0338 6250678,comune.galliate.no.it,clean,no,,,Not found in database
CANILE RIFUGIO ENPA NOVARA,Novara (NO),,Via del Gazurlo 57,,novara@enpa.org,39 0321 458149,enpanovara.com,clean,no,,,Not found in database
MEIN STAFFI (Allevamento e Pensione),Cumiana (TO),,Strada Galavardiera 2,,info@meinstaffi.it,39 339 147 2098,pensionepercanitorino.com,clean,no,,,Not found in database
RIFUGIO DEL CANE (Amici degli Animali VB),Verbania (VB),,Via ai Casoni 19,,rifugiodelcane.vb@gmail.com,39 329 0805101 / +39 388 9073612,rifugiodelcane.com,clean,no,,,Not found in database
PARCO CANILE (Amici del Cane ODV),Omegna (VB),,Via Caduti del Lavoro 14,,canileomegna@gmail.com,39 0323 8222771,canilediomegna.it,clean,no,,,Not found in database
Nome Organizzazione: Canile e Gattile Regionale della Valle d'Aosta,,,"Indirizzo Fisico: Località La Croix Noire, Rue de l'Arène 10, 11020 Saint-Christophe (AO)",,Email: cgr.aosta@coopmelograno.org,,Sito Web: canilegattileregionale-vda.it,clean,no,,,Not found in database
Nome Organizzazione: AVAPA ODV,,,"Indirizzo Fisico: Località Grand Chemin 187, 11020 Saint-Christophe (AO) (dietro Cinelandia)",,Email: infoavapaodv@gmail.com,,Sito Web: avapa.org,clean,no,,,Not found in database
Nome Organizzazione: Centro Recupero Animali Selvatici della Valle d'Aosta,,,"Indirizzo Fisico: Località Busseyaz 56, 11020 Quart (AO)",,Email: r.stella@regione.vda.it (contatto del responsabile dell'Ufficio fauna selvatica),,Sito Web: regione.vda.it - Sezione CRAS,clean,no,,,Not found in database
La Zampa VdA ODV,,,"Via Roma 19 aosta, Aosta, Italy, 11100",,lazampavda@gmail.com,,,clean,no,,,Not found in database
L' Albero di Mais,,,"C.so Savona, 140, 10024 Moncalieri TO",,amici.canilemoncalieri@gmail.com,,https://alberodimais.it/,clean,no,,,Not found in database
LA GATTERIA!,,,,,,,,clean,no,,,Not found in database
Bastardini ODV ETS,Rivoli / Alpignano (TO),,"Rifugio Il Bau, Via Caselette 11, Alpignano (TO)",,info@bastardini.it,331 3314254,https://www.bastardini.it,clean,no,,,Not found in database
L.I.D.A. Sezione Chieri ODV - Parco delle Fusa,Chieri (TO),,"Strada del Tario 6, 10023 Chieri",,,11.9433028,,clean,no,,,Not found in database
L.I.D.A. - Sezione Moncalieri (L'Albero di Mais),Moncalieri (TO),,"Corso Savona 140, Moncalieri",,amici.canilemoncalieri@gmail.com,11.6409398,,clean,no,,,Not found in database
Le Sfigatte ONLUS,Torino (TO),,"Via Moncalieri 114/E, 10090 Gassino Torinese (TO)",,info@lesfigatte.it,39 338 537 8900,lesfigatte.it,clean,no,,,Not found in database
Maramiao - Ass. a Salvaguardia e Tutela dei Felini,Nizza Monferrato (AT),,"Via Giuseppe Verdi 4, 14049 Nizza Monferrato (AT)",,associazionemaramiao2004@gmail.com,39 347 430 5214,,clean,no,,,Not found in database
Rifugio Argo (ENPA),Val della Torre (TO),,"Via Gibbione 24, Val della Torre",,valdellatorre@enpa.org,333 6870056,,clean,no,,,Not found in database
Location: address,,,address,,,,,salvage,yes,address,ASSOCs - NEW Z.csv,Not found in database
"Location: 3/137 North Road, Kaitaia 0482",,,"3/137 North Road, Kaitaia 0482",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 45 Sandys Road, RD3, Kerikeri 0295",,,"45 Sandys Road, RD3, Kerikeri 0295",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 143 Kioreroa Road, Port Whangarei, Whangarei 0110",,,"143 Kioreroa Road, Port Whangarei, Whangarei 0110",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 6 Rawiri Place, Hobsonville, Auckland 0618",,,"6 Rawiri Place, Hobsonville, Auckland 0618",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 50 Westney Road, Mangere, Auckland 2022",,,"50 Westney Road, Mangere, Auckland 2022",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 321 Ngati Maru Highway, Thames 3578",,,"321 Ngati Maru Highway, Thames 3578",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 49 Northway Street, Te Rapa, Hamilton 3200",,,"49 Northway Street, Te Rapa, Hamilton 3200",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 43 Alach Street, Gate Pa, Tauranga 3112",,,"43 Alach Street, Gate Pa, Tauranga 3112",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 15 Gateway Crescent, Whakatane 3194",,,"15 Gateway Crescent, Whakatane 3194",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 24 Old Taupo Road, Mangakakahi, Rotorua 3015",,,"24 Old Taupo Road, Mangakakahi, Rotorua 3015",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 75 Colson Road, Waiwhakaiho, New Plymouth 4372",,,"75 Colson Road, Waiwhakaiho, New Plymouth 4372",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 168 Hakiaha Street, Taumarunui 3920",,,"168 Hakiaha Street, Taumarunui 3920",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 131 Centennial Drive, Tauhara, Taupo 3378",,,"131 Centennial Drive, Tauhara, Taupo 3378",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 14 Nursery Road, Matawhero, Gisborne 4040",,,"14 Nursery Road, Matawhero, Gisborne 4040",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 31 Mersey Street, Pandora, Napier 4140",,,"31 Mersey Street, Pandora, Napier 4140",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 8 Heathcote Road, Longlands, Hastings 4175",,,"8 Heathcote Road, Longlands, Hastings 4175",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 134 London Street, Whanganui 4500",,,"134 London Street, Whanganui 4500",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 43 Takapau Road, Waipukurau 4200",,,"43 Takapau Road, Waipukurau 4200",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 5 Easton Street, Dannevirke 4930",,,"5 Easton Street, Dannevirke 4930",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 93 Napier Road, Terrace End, Palmerston North 4414",,,"93 Napier Road, Terrace End, Palmerston North 4414",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 169 Mako Mako Road, Levin 5510",,,"169 Mako Mako Road, Levin 5510",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 299 Ngaumutawa Road, Solway, Masterton 5810",,,"299 Ngaumutawa Road, Solway, Masterton 5810",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 140 Alexandra Road, Newtown, Wellington 6021",,,"140 Alexandra Road, Newtown, Wellington 6021",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 400D High Street, Motueka 7120",,,"400D High Street, Motueka 7120",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 379 Waimea Road, Enner Glynn, Nelson 7011",,,"379 Waimea Road, Enner Glynn, Nelson 7011",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 31 Fox's Island Road, Renwick 7243",,,"31 Fox's Island Road, Renwick 7243",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 68 Mill Street, Westport 7825",,,"68 Mill Street, Westport 7825",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 21/27 Preston Road, Blaketown, Greymouth 7805",,,"21/27 Preston Road, Blaketown, Greymouth 7805",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 14 Wilmers Road, Hornby, Christchurch 8025",,,"14 Wilmers Road, Hornby, Christchurch 8025",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 4 Seafield Road, Netherby, Ashburton 7700",,,"4 Seafield Road, Netherby, Ashburton 7700",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 119 Hedley Road, RD 3, Timaru 7973",,,"119 Hedley Road, RD 3, Timaru 7973",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 2 Balneaves Lane, Wanaka 9382",,,"2 Balneaves Lane, Wanaka 9382",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 18 Glenda Drive, Frankton, Queenstown 9300",,,"18 Glenda Drive, Frankton, Queenstown 9300",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 281 Thames Street, Oamaru 9400",,,"281 Thames Street, Oamaru 9400",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 1 Torridon Street, Opoho, Dunedin 9010",,,"1 Torridon Street, Opoho, Dunedin 9010",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: VetSouth Gore, 8 Richmond Street, Gore 9710",,,"VetSouth Gore, 8 Richmond Street, Gore 9710",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
"Location: 22 Harewood Road, RD 11, Invercargill 9877",,,"22 Harewood Road, RD 11, Invercargill 9877",,https://www.spca.nz/contact,,https://www.spca.nz/,salvage,yes,email+website+address,ASSOCs - NEW Z.csv,Not found in database
Contact: info,,,,,info@gsdrescue.org.nz,,https://www.gsdrescue.org.nz/,salvage,yes,email+website,ASSOCs - NEW Z.csv,Not found in database
Website: https://www.cpl-wellington.org.nz/,,,,,,,https://www.cpl-wellington.org.nz/,salvage,yes,website,ASSOCs - NEW Z.csv,Not found in database
Website: https://animalliberationfrontline.com,,,,,https://animalliberationfrontline.com/contact-animal-liberation-front-line/,,https://animalliberationfrontline.com,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@battersea.org.uk,,http://www.battersea.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@thebrooke.org,,http://www.thebrooke.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@mayhewanimalhome.org,,https://themayhew.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: ralph.baber,,,,,ralph.baber@drinkingfountains.org,,http://drinkingfountains.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@worldanimalprotection.us,,https://www.worldanimalprotection.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: membership,,,,,membership@rspb.org.uk,,https://rspb.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://africanconservation.org/,,,,,,,https://africanconservation.org/,salvage,yes,website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@arc-trust.org,,https://www.arc-trust.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: hello,,,,,hello@animalfreeresearchuk.org,,https://www.animalfreeresearchuk.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.aspinallfoundation.org/,,,,,https://share.hsforms.com/1TyTesSqdQOKePCsODiTOSA1n2zx,,https://www.aspinallfoundation.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.bluecross.org.uk/,,,,,https://bluecrosseu.freshdesk.com/support/tickets/new,,https://www.bluecross.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@bornfree.org.uk,,https://www.bornfree.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@bdmlr.org.uk,,https://bdmlr.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@bhwt.co.uk,,https://www.bhwt.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@thebhs.org,,https://www.thebhs.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@bto.org,,https://www.bto.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.buttercups.org.uk/,,,,,,,https://www.buttercups.org.uk/,salvage,yes,website,ASSOCs - UK.csv,Not found in database
Website: https://www.cats.org.uk/,,,,,https://www.cats.org.uk/find-us/contact-us,,https://www.cats.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: http://www.uncaged.co.uk/,,,,,https://www.casj.org.uk/contact,,http://www.uncaged.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://cinnamon.org.uk/cinnamon-trust/,,,,,https://cinnamon.org.uk/contact-us/,,https://cinnamon.org.uk/cinnamon-trust/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.ciwf.org.uk/,,,,,https://www.ciwf.org.uk/contact-us/,,https://www.ciwf.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@dogstrust.org.uk,,https://www.dogstrust.org.uk/#main-content,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.thedonkeysanctuary.org.uk/,,,,,https://www.thedonkeysanctuary.org.uk/contact,,https://www.thedonkeysanctuary.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://elephant-family.org/,,,,,https://elephant-family.org/contact-us/,,https://elephant-family.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@ferneanimalsanctuary.org,,https://www.ferneanimalsanctuary.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: office,,,,,office@freedomforanimals.org.uk,,https://www.freedomforanimals.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@froglife.org,,https://www.froglife.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: hello,,,,,hello@frame.org.uk,,https://frame.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://hedgehogcare.org.uk/,,,,,https://hedgehogcare.org.uk/contact/,,https://hedgehogcare.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: contact,,,,,contact@hillside.org.uk,,https://www.hillside.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@horsetrust.org.uk,,https://horsetrust.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: gulp,,,,,gulp@howmanyelephants.org,,https://howmanyelephants.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@humanimaltrust.org.uk,,https://www.humanimaltrust.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@internationalanimalrescue.org,,https://www.internationalanimalrescue.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@league.org.uk,,https://www.league.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://dogshome.net/,,,,,https://dogshome.net/contact/,,https://dogshome.net/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@wildfutures.org,,https://www.monkeysanctuary.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.nawt.org.uk/,,,,,https://www.nawt.org.uk/about/contact-us/,,https://www.nawt.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@notodogmeat.com,,https://notodogmeat.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.pdsa.org.uk/,,,,,https://www.pdsa.org.uk/contact-us/contact-us,,https://www.pdsa.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@ptes.org,,https://ptes.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@raystede.org,,https://www.raystede.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.redwings.org.uk/,,,,,https://www.redwings.org.uk/contact-us,,https://www.redwings.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: tvaughan,,,,,tvaughan@ror.org.uk,,https://ror.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.rspca.org.uk/,,,,,https://www.rspca.org.uk/utilities/contactus/askus/online,,https://www.rspca.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@safehaven4donkeys.org,,https://www.safehaven4donkeys.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@savetheelephants.org,,https://www.savetheelephants.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@savetherhino.org,,https://www.savetherhino.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.scottishspca.org/,,,,,https://www.scottishspca.org/contact-us,,https://www.scottishspca.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.secretworld.org/,,,,,https://www.secretworld.org/contact-us,,https://www.secretworld.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.sharktrust.org/,,,,,https://www.sharktrust.org/forms/general-enquiries,,https://www.sharktrust.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: office,,,,,office@saarescue.co.uk,,https://www.saarescue.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: hello,,,,,hello@spana.org,,https://spana.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: secretary,,,,,secretary@sos.org.uk,,https://www.sos.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.theswansanctuary.org.uk/,,,,,https://www.theswansanctuary.org.uk/contact-us/,,https://www.theswansanctuary.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.lastchanceanimalrescue.co.uk,,,,,https://www.lastchanceanimalrescue.co.uk/contact/index.php,,https://www.lastchanceanimalrescue.co.uk/kennel/dog.php,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@thornberryanimalsanctuary.org,,https://www.thornberryanimalsanctuary.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: mail,,,,,mail@tiggywinkles.org,,https://www.sttiggywinkles.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@uspca.co.uk,,https://www.uspca.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@whales.org,,https://uk.whales.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.wildlifeaid.org.uk/,,,,,https://www.wildlifeaid.org.uk/contact-us,,https://www.wildlifeaid.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: kate,,,,,kate@willowsanimals.com,,https://www.willowsanimals.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@woodgreen.org.uk,,https://woodgreen.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@savemetrust.org,,https://savemetrust.co.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@animalaid.org.uk,,https://www.animalaid.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@adavsociety.org,,https://adavsociety.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: animalrightscambridge54,,,,,animalrightscambridge54@gmail.com,,https://animalrightscambridge.wordpress.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@stopvivisection.org.uk,,https://web.archive.org/web/20140225231857/http://www.stopvivisection.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.badgertrust.org.uk/,,,,,https://www.badgertrust.org.uk/you,,https://www.badgertrust.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@bats.org.uk,,https://www.bats.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.casj.org.uk/,,,,,https://www.casj.org.uk/contact,,https://www.casj.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@conservativeanimalwelfarefoundation.org,,https://www.conservativeanimalwelfarefoundation.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@CrueltyFreeInternational.org,,https://crueltyfreeinternational.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.dogsblog.com/,,,,,https://www.dogsblog.com/contact/,,https://www.dogsblog.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.huntsabs.org.uk/,,,,,https://www.huntsabs.org.uk/contact/,,https://www.huntsabs.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.ldf.org.uk/research/,,,,,https://www.ldf.org.uk/contact_us/?s=ldf,,https://www.ldf.org.uk/research/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: apes,,,,,apes@monkeyworld.org,,https://monkeyworld.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.navs.org.uk/home/,,,,,https://www.navs.org.uk/contact_us/,,https://www.navs.org.uk/home/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.onekind.org/,,,,,https://www.onekind.org/contact,,https://www.onekind.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://viva.org.uk/,,,,,https://viva.org.uk/about-us/contact-us/,,https://viva.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@catactiontrust.org.uk,,http://www.catactiontrust.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@rcvsknowledge.org,,https://www.rcvsknowledge.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://www.birminghamdogshome.org.uk/,,,,,https://birminghamdogshome.org.uk/contact/,,https://www.birminghamdogshome.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@wythallanimalsanctuary.org,,https://wythallanimalsanctuary.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: management,,,,,management@woodsidesanctuary.org.uk,,http://www.woodsidesanctuary.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@celiahammond.org,,https://www.celiahammond.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: giftsinwills,,,,,giftsinwills@cats.org.uk,,http://www.cats.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: sara.foxrushfarm,,,,,sara.foxrushfarm@gmail.com,,http://www.s-a-r-a.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: enquiries,,,,,enquiries@happa.org.uk,,https://www.happa.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@oaktreeanimals.org.uk,,https://www.oaktreeanimals.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: info,,,,,info@canineconcernscotland.org.uk,,https://www.canineconcernscotland.org.uk/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: fundraising,,,,,fundraising@kennelclubcharitabletrust.org,,http://www.kennelclubcharitabletrust.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: dominic.sullivan,,,,,dominic.sullivan@cats.org.uk,,https://www.cats.org.uk/bridgwater,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: scottishgreyhoundsanctuary,,,,,scottishgreyhoundsanctuary@gmail.com,,https://www.scottishgreyhoundsanctuary.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Website: https://rosinaanimalcentre.weebly.com/,,,,,https://rosinaanimalcentre.weebly.com/contact-us-07950023286.html,,https://rosinaanimalcentre.weebly.com/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
Contact: admin,,,,,admin@firstfordogs.org,,http://www.firstfordogs.org/,salvage,yes,email+website,ASSOCs - UK.csv,Not found in database
